,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights,user_type
352,Student51,idijh5p0p41577,directed,post_graph,5,0,0,0,5,Student
354,Student1,idijh5p0p41577,directed,post_graph,5,0,0,0,5,Student
356,Student86,idijh5p0p41577,directed,post_graph,5,0,0,0,5,Student
360,Student77,idijh5p0p41577,directed,post_graph,5,0,0,0,5,Student
457,Student55,idkp7btwzv76v1,directed,post_graph,5,0,0,0,5,Student
461,Student90,idkp7btwzv76v1,directed,post_graph,5,0,0,0,5,Student
463,Student24,idkp7btwzv76v1,directed,post_graph,5,0,0,0,5,Student
465,Student10,idkp7btwzv76v1,directed,post_graph,5,0,0,0,5,Student
587,Student44,idomf0rr4qg11d,directed,post_graph,5,0,0,0,5,Student
589,Student8,idomf0rr4qg11d,directed,post_graph,5,0,0,0,5,Student
591,Student34,idomf0rr4qg11d,directed,post_graph,5,0,0,0,5,Student
595,Student84,idomf0rr4qg11d,directed,post_graph,5,0,0,0,5,Student
625,Student72,idptocam3s474e,directed,post_graph,5,0,0,0,5,Student
627,Student95,idptocam3s474e,directed,post_graph,5,0,0,0,5,Student
629,Student77,idptocam3s474e,directed,post_graph,5,0,0,0,5,Student
631,Student101,idptocam3s474e,directed,post_graph,5,0,0,0,5,Student
633,Student34,idptocam3s474e,directed,post_graph,5,0,0,0,5,Student
1607,Student37,ids7g8lwumh5c4,directed,post_graph,5,0,0,1,6,Student
1755,Student46,ids87wv4fq438s,directed,post_graph,5,0,0,0,5,Student
1864,Student55,idsrdc8xiaf4xp,directed,post_graph,5,0,0,0,5,Student
1866,Student88,idsrdc8xiaf4xp,directed,post_graph,5,0,0,0,5,Student
1868,Student67,idsrdc8xiaf4xp,directed,post_graph,5,0,0,0,5,Student
1870,Student77,idsrdc8xiaf4xp,directed,post_graph,5,0,0,0,5,Student
1872,Student32,idsrdc8xiaf4xp,directed,post_graph,5,0,0,0,5,Student
1896,Student11,idti1wd1w8n28n,directed,post_graph,5,0,0,0,5,Student
1898,Student8,idti1wd1w8n28n,directed,post_graph,5,0,0,0,5,Student
1900,Student13,idti1wd1w8n28n,directed,post_graph,5,0,0,0,5,Student
1902,Student77,idti1wd1w8n28n,directed,post_graph,5,0,0,0,5,Student
1904,Student65,idti1wd1w8n28n,directed,post_graph,5,0,0,0,5,Student
2168,Student40,idtrv5esd971it,directed,post_graph,5,0,0,0,5,Student
2170,Student32,idtrv5esd971it,directed,post_graph,5,0,0,0,5,Student
2172,Student77,idtrv5esd971it,directed,post_graph,5,0,0,0,5,Student
2174,Student101,idtrv5esd971it,directed,post_graph,5,0,0,0,5,Student
2176,Student54,idtrv5esd971it,directed,post_graph,5,0,0,0,5,Student
2193,Student42,idtuzo8z8yk5da,directed,post_graph,5,0,0,0,5,Student
2199,Student42,idtuzo8z8yk5da,directed,post_graph,5,0,0,0,5,Student
3098,Student100,ie1zf90pxj5213,directed,post_graph,5,0,0,0,5,Student
3100,Student99,ie1zf90pxj5213,directed,post_graph,5,0,0,0,5,Student
3102,Student24,ie1zf90pxj5213,directed,post_graph,5,0,0,0,5,Student
3104,Student80,ie1zf90pxj5213,directed,post_graph,5,0,0,0,5,Student
3129,Student6,ie382pdsyxk2am,directed,post_graph,5,0,0,0,5,Student
3358,Student40,ie7d5y8a3wl4vj,directed,post_graph,5,0,0,0,5,Student
3360,Student26,ie7d5y8a3wl4vj,directed,post_graph,5,0,0,0,5,Student
3362,Student54,ie7d5y8a3wl4vj,directed,post_graph,5,0,0,0,5,Student
3364,Student22,ie7d5y8a3wl4vj,directed,post_graph,5,0,0,0,5,Student
3366,Student24,ie7d5y8a3wl4vj,directed,post_graph,5,0,0,0,5,Student
3751,Student8,iegc9tymwg53u8,directed,post_graph,5,0,0,0,5,Student
3753,Student6,iegc9tymwg53u8,directed,post_graph,5,0,0,0,5,Student
3755,Student34,iegc9tymwg53u8,directed,post_graph,5,0,0,0,5,Student
3757,Student51,iegc9tymwg53u8,directed,post_graph,5,0,0,0,5,Student
3759,Student71,iegc9tymwg53u8,directed,post_graph,5,0,0,0,5,Student
3762,Student1,iegdbwduxjf1o7,directed,post_graph,5,0,0,0,5,Student
3764,Student64,iegdbwduxjf1o7,directed,post_graph,5,0,0,0,5,Student
3768,Student88,iegdbwduxjf1o7,directed,post_graph,5,0,0,0,5,Student
3770,Student13,iegdbwduxjf1o7,directed,post_graph,5,0,0,0,5,Student
3802,Student22,iehe8qbtwwr703,directed,post_graph,5,0,0,0,5,Student
3804,Student6,iehe8qbtwwr703,directed,post_graph,5,0,0,0,5,Student
3808,Student9,iehe8qbtwwr703,directed,post_graph,5,0,0,0,5,Student
3810,Student8,iehe8qbtwwr703,directed,post_graph,5,0,0,0,5,Student
4049,Student35,ieuj021bzxr20z,directed,post_graph,5,0,0,0,5,Student
4051,Student1,ieuj021bzxr20z,directed,post_graph,5,0,0,0,5,Student
4053,Student8,ieuj021bzxr20z,directed,post_graph,5,0,0,0,5,Student
4055,Student38,ieuj021bzxr20z,directed,post_graph,5,0,0,0,5,Student
4057,Student3,ieuj021bzxr20z,directed,post_graph,5,0,0,0,5,Student
4541,Student42,if5pi1zwufr144,directed,post_graph,5,0,0,0,5,Student
4543,Student48,if5pi1zwufr144,directed,post_graph,5,0,0,0,5,Student
4545,Student55,if5pi1zwufr144,directed,post_graph,5,0,0,0,5,Student
4547,Student10,if5pi1zwufr144,directed,post_graph,5,0,0,0,5,Student
4549,Student46,if5pi1zwufr144,directed,post_graph,5,0,0,0,5,Student
4552,Student83,if5q28nl6d7ml,directed,post_graph,5,0,0,0,5,Student
4554,Student8,if5q28nl6d7ml,directed,post_graph,5,0,0,0,5,Student
4556,Student2,if5q28nl6d7ml,directed,post_graph,5,0,0,0,5,Student
4558,Student63,if5q28nl6d7ml,directed,post_graph,5,0,0,0,5,Student
4560,Student54,if5q28nl6d7ml,directed,post_graph,5,0,0,0,5,Student
4551,Student86,if5q28nl6d7ml,directed,post_graph,5,62,0,0,67,Student
456,Student59,idkp7btwzv76v1,directed,post_graph,5,69,0,0,74,Student
1863,Student24,idsrdc8xiaf4xp,directed,post_graph,5,71,0,0,76,Student
624,Student34,idptocam3s474e,directed,post_graph,5,73,0,0,78,Student
301,Student83,idh1kuiuasa3cy,directed,post_graph,6,0,0,0,6,Student
303,Student55,idh1kuiuasa3cy,directed,post_graph,6,0,0,0,6,Student
305,Student83,idh1kuiuasa3cy,directed,post_graph,6,0,0,0,6,Student
307,Student11,idh1kuiuasa3cy,directed,post_graph,6,0,0,0,6,Student
309,Student38,idh1kuiuasa3cy,directed,post_graph,6,0,0,0,6,Student
470,Student90,idksc5bpary205,directed,post_graph,6,0,0,0,6,Student
472,Student90,idksc5bpary205,directed,post_graph,6,0,0,0,6,Student
474,Student71,idksc5bpary205,directed,post_graph,6,0,0,0,6,Student
476,Student80,idksc5bpary205,directed,post_graph,6,0,0,0,6,Student
478,Student44,idksc5bpary205,directed,post_graph,6,0,0,0,6,Student
574,Student76,idnk1x7iw8p4zz,directed,post_graph,6,0,0,0,6,Student
576,Student6,idnk1x7iw8p4zz,directed,post_graph,6,0,0,0,6,Student
580,Student51,idnk1x7iw8p4zz,directed,post_graph,6,0,0,0,6,Student
582,Student28,idnk1x7iw8p4zz,directed,post_graph,6,0,0,0,6,Student
584,Student9,idnk1x7iw8p4zz,directed,post_graph,6,0,0,0,6,Student
1203,Student58,idrm0rixhes4oo,directed,post_graph,6,0,0,0,6,Student
1216,Student28,idrm2cf039r6y3,directed,post_graph,6,0,0,0,6,Student
1321,Student64,idrm9xmc5wt494,directed,post_graph,6,0,0,0,6,Student
1440,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6,Student
1442,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6,Student
1450,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,1,7,Student
1742,Student39,ids81mokwe1z9,directed,post_graph,6,0,0,0,6,Student
1819,Student96,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6,Student
1823,Student96,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6,Student
1908,Student40,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
1910,Student34,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
1912,Student1,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
1914,Student26,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
1916,Student11,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
1918,Student77,idtlb63exjo15k,directed,post_graph,6,0,0,0,6,Student
2119,Student71,idtnwde932p4vu,directed,post_graph,6,0,0,0,6,Student
2835,Student45,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2837,Student88,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2839,Student17,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2841,Student76,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2843,Student55,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2845,Student71,idxhmm5940222n,directed,post_graph,6,0,0,0,6,Student
2992,Student100,idzlx6gucbs7fl,directed,post_graph,6,0,0,0,6,Student
3061,Student34,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3063,Student11,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3065,Student93,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3067,Student38,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3069,Student42,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3071,Student45,ie12aping3b5i,directed,post_graph,6,0,0,0,6,Student
3406,Student88,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3408,Student100,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3410,Student22,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3412,Student1,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3414,Student82,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3416,Student85,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6,Student
3557,Student86,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6,Student
3559,Student24,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6,Student
3561,Student35,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6,Student
3565,Student71,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6,Student
3567,Student41,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6,Student
3587,Student83,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3589,Student29,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3591,Student65,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3593,Student2,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3595,Student71,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3597,Student46,iede5nw7sey44p,directed,post_graph,6,0,0,0,6,Student
3639,Student77,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3641,Student3,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3643,Student95,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3645,Student11,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3647,Student26,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3649,Student71,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6,Student
3773,Student38,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6,Student
3775,Student11,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6,Student
3777,Student10,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6,Student
3781,Student8,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6,Student
3783,Student3,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6,Student
3830,Student8,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
3832,Student87,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
3834,Student46,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
3836,Student95,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
3838,Student85,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
3840,Student68,iekr2951cd073s,directed,post_graph,6,0,0,0,6,Student
4067,Student1,ieuv688se6z63r,directed,post_graph,6,0,0,0,6,Student
4069,Student43,ieuv688se6z63r,directed,post_graph,6,0,0,0,6,Student
4071,Student52,ieuv688se6z63r,directed,post_graph,6,0,0,0,6,Student
4073,Student96,ieuv688se6z63r,directed,post_graph,6,0,0,0,6,Student
4075,Student73,ieuv688se6z63r,directed,post_graph,6,0,0,0,6,Student
4325,Student83,if35bjs0s461w2,directed,post_graph,6,0,0,0,6,Student
4327,Student80,if35bjs0s461w2,directed,post_graph,6,0,0,0,6,Student
4329,Student38,if35bjs0s461w2,directed,post_graph,6,0,0,0,6,Student
4333,Student95,if35bjs0s461w2,directed,post_graph,6,0,0,0,6,Student
4335,Student44,if35bjs0s461w2,directed,post_graph,6,0,0,0,6,Student
4724,Student13,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
4726,Student54,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
4728,Student32,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
4730,Student73,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
4732,Student101,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
4734,Student8,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6,Student
3829,Student1,iekr2951cd073s,directed,post_graph,6,52,0,0,58,Student
3638,Student54,ief0x48axuy2vr,directed,post_graph,6,56,0,0,62,Student
3556,Student32,iec9g1x32gxtu,directed,post_graph,6,57,0,0,63,Student
2991,Student55,idzlx6gucbs7fl,directed,post_graph,6,71,0,0,77,Student
467,Student34,idksc5bpary205,directed,post_graph,6,77,0,0,83,Student
298,Student6,idh1kuiuasa3cy,directed,post_graph,6,84,0,0,90,Student
246,Student74,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
248,Student51,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
250,Student74,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
252,Student8,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
254,Student51,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
256,Student8,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7,Student
514,Student55,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7,Student
516,Student6,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7,Student
518,Student82,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7,Student
520,Student1,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7,Student
526,Student55,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7,Student
860,Student51,idrb079lxjf19s,directed,post_graph,7,0,0,0,7,Student
1334,Student45,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7,Student
1338,Student45,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7,Student
1349,Student22,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7,Student
1353,Student22,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7,Student
1425,Student95,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7,Student
1431,Student95,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7,Student
1628,Student13,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7,Student
1630,Student13,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7,Student
1832,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7,Student
1834,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7,Student
1844,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7,Student
2016,Student98,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7,Student
2204,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7,Student
2206,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7,Student
2208,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7,Student
2210,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7,Student
2212,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7,Student
2216,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,1,8,Student
2264,Student44,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7,Student
2270,Student44,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7,Student
2336,Student80,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7,Student
2342,Student80,idtv0fxxl425i2,directed,post_graph,7,0,0,1,8,Student
2367,Student66,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7,Student
2456,Student72,iduafpquedx1zd,directed,post_graph,7,0,0,0,7,Student
2458,Student72,iduafpquedx1zd,directed,post_graph,7,0,0,0,7,Student
2471,Student13,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2473,Student101,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2475,Student22,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2477,Student76,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2479,Student53,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2481,Student77,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2483,Student33,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7,Student
2567,Student78,idutof85kyw5d8,directed,post_graph,7,0,0,0,7,Student
2573,Student78,idutof85kyw5d8,directed,post_graph,7,0,0,0,7,Student
2650,Student38,idwoh3ut1gq602,directed,post_graph,7,0,0,0,7,Student
2652,Student24,idwoh3ut1gq602,directed,post_graph,7,0,0,0,7,Student
2687,Student43,idxda8mryajfl,directed,post_graph,7,0,0,0,7,Student
2689,Student43,idxda8mryajfl,directed,post_graph,7,0,0,0,7,Student
2702,Student25,idxdcuygrnv2mb,directed,post_graph,7,0,0,0,7,Student
2706,Student25,idxdcuygrnv2mb,directed,post_graph,7,0,0,0,7,Student
2748,Student86,idxdk16ibv57it,directed,post_graph,7,0,0,0,7,Student
2750,Student86,idxdk16ibv57it,directed,post_graph,7,0,0,0,7,Student
2752,Student86,idxdk16ibv57it,directed,post_graph,7,0,0,0,7,Student
2919,Student59,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2921,Student26,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2923,Student95,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2925,Student1,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2927,Student44,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2929,Student48,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
2931,Student58,idyyc5yx2475gr,directed,post_graph,7,0,0,0,7,Student
3623,Student51,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3625,Student1,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3627,Student24,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3629,Student56,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3633,Student13,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3635,Student56,ieelcho5zxk3fm,directed,post_graph,7,0,0,0,7,Student
3786,Student24,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3788,Student46,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3790,Student76,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3792,Student1,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3794,Student43,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3796,Student6,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3798,Student85,ieh8o3zhc8c1y1,directed,post_graph,7,0,0,0,7,Student
3907,Student85,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3909,Student8,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3911,Student26,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3913,Student68,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3915,Student32,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3917,Student81,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
3919,Student71,ieo7k9okn4i6qi,directed,post_graph,7,0,0,0,7,Student
4201,Student22,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4205,Student71,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4207,Student51,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4209,Student81,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4211,Student35,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4213,Student44,ieywb3qrz764xb,directed,post_graph,7,0,0,0,7,Student
4388,Student85,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4390,Student8,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4392,Student44,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4394,Student72,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4396,Student13,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4398,Student51,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4400,Student53,if3zscdmwdr6z2,directed,post_graph,7,0,0,0,7,Student
4515,Student85,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4517,Student32,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4519,Student1,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4521,Student22,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4523,Student8,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4525,Student24,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4527,Student53,if5e4eosncu3pb,directed,post_graph,7,0,0,0,7,Student
4648,Student100,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4650,Student24,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4652,Student51,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4654,Student54,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4656,Student10,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4658,Student42,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
4660,Student87,if8wlp5mkks2gn,directed,post_graph,7,0,0,0,7,Student
2649,Student65,idwoh3ut1gq602,directed,post_graph,7,56,0,0,63,Student
4387,Student1,if3zscdmwdr6z2,directed,post_graph,7,61,0,0,68,Student
4200,Student24,ieywb3qrz764xb,directed,post_graph,7,64,0,0,71,Student
2918,Student100,idyyc5yx2475gr,directed,post_graph,7,67,0,0,74,Student
3785,Student24,ieh8o3zhc8c1y1,directed,post_graph,7,74,0,0,81,Student
282,Student48,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
284,Student55,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
286,Student34,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
288,Student24,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
290,Student51,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
292,Student81,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
294,Student12,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
296,Student35,idgw6kt1inbha,directed,post_graph,8,0,0,0,8,Student
653,Student72,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
655,Student95,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
657,Student25,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
659,Student99,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
663,Student22,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
665,Student3,idqbstoqcsb5p0,directed,post_graph,8,0,0,0,8,Student
1051,Student68,idrc6f4l8rh1ji,directed,post_graph,8,0,0,0,8,Student
1100,Student8,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1102,Student2,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1104,Student83,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1106,Student55,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1108,Student41,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1110,Student66,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1112,Student3,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1114,Student35,idrl43e8otx57,directed,post_graph,8,0,0,0,8,Student
1517,Student60,ids78dp9wje3dz,directed,post_graph,8,0,0,0,8,Student
1802,Student9,ids9atmqxgm787,directed,post_graph,8,0,0,0,8,Student
1847,Student34,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1849,Student22,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1851,Student8,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1855,Student68,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1857,Student32,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1859,Student77,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
1861,Student96,idslebcq70w3nz,directed,post_graph,8,0,0,0,8,Student
2134,Student74,idto0s6rq512u0,directed,post_graph,8,0,0,0,8,Student
2144,Student74,idto0s6rq512u0,directed,post_graph,8,0,0,1,9,Student
2279,Student10,idtv06x6l8y1pi,directed,post_graph,8,0,0,0,8,Student
2287,Student10,idtv06x6l8y1pi,directed,post_graph,8,0,0,0,8,Student
2293,Student10,idtv06x6l8y1pi,directed,post_graph,8,0,0,1,9,Student
2670,Student79,idxd5l7r3ti7i1,directed,post_graph,8,0,0,0,8,Student
2672,Student79,idxd5l7r3ti7i1,directed,post_graph,8,0,0,0,8,Student
2682,Student79,idxd5l7r3ti7i1,directed,post_graph,8,0,0,0,8,Student
2731,Student47,idxdhd80h2v1sc,directed,post_graph,8,0,0,0,8,Student
3454,Student34,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3456,Student65,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3458,Student47,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3460,Student1,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3462,Student28,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3464,Student8,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3466,Student85,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3468,Student68,ieai43s09ii3qh,directed,post_graph,8,0,0,0,8,Student
3570,Student8,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3572,Student71,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3574,Student32,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3576,Student13,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3578,Student46,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3580,Student13,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3582,Student13,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3584,Student68,iecgnq09aza2xa,directed,post_graph,8,0,0,0,8,Student
3606,Student68,ieecdf23g055qb,directed,post_graph,8,0,0,0,8,Student
