id,Source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
1330,Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
1331,Teacher4,idrm9xmc5wt494,directed,post_graph,6,0,0,0,6
1332,Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
1440,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6
1441,Student84,Teacher3,directed,user_graph,6,0,0,0,6
1442,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6
1443,Student84,Teacher3,directed,user_graph,6,0,0,0,6
1444,Teacher3,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6
1445,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1446,Teacher3,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6
1447,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1448,Teacher3,ids6udf1cth3ud,directed,post_graph,6,0,0,0,6
1449,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1450,Student84,ids6udf1cth3ud,directed,post_graph,6,0,0,1,7
1451,Student84,Teacher3,directed,user_graph,6,0,0,1,7
1742,Student39,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1743,Student39,Teacher3,directed,user_graph,6,0,0,0,6
1744,Teacher3,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1745,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1746,Teacher3,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1747,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1748,Teacher3,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1749,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1750,Teacher3,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1751,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1752,Teacher3,ids81mokwe1z9,directed,post_graph,6,0,0,0,6
1753,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1819,Student96,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1820,Student96,Teacher3,directed,user_graph,6,0,0,0,6
1821,Teacher3,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1822,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1823,Student96,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1824,Student96,Teacher3,directed,user_graph,6,0,0,0,6
1825,Teacher3,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1826,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1827,Teacher3,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1828,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1829,Teacher3,ids9j53coxo5zb,directed,post_graph,6,0,0,0,6
1830,Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
1908,Student40,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
1910,Student34,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
1912,Student1,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
1914,Student26,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
1916,Student11,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
1918,Student77,idtlb63exjo15k,directed,post_graph,6,0,0,0,6
2106,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,0,6
2107,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2108,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,0,6
2109,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2110,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,0,6
2111,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2112,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,0,6
2113,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2114,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,1,7
2115,Teacher6,Teacher6,directed,user_graph,6,0,0,1,7
2116,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,0,0,1,7
2117,Teacher6,Teacher6,directed,user_graph,6,0,0,1,7
2119,Student71,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2120,Student71,Teacher6,directed,user_graph,6,0,0,0,6
2121,Teacher6,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2122,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2123,Teacher6,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2124,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2125,Teacher6,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2126,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2127,Teacher6,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2128,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2129,Teacher6,idtnwde932p4vu,directed,post_graph,6,0,0,0,6
2130,Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
2835,Student45,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2836,Student45,Teacher2,directed,user_graph,6,0,0,0,6
2837,Student88,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2838,Student88,Teacher2,directed,user_graph,6,0,0,0,6
2839,Student17,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2840,Student17,Teacher2,directed,user_graph,6,0,0,0,6
2841,Student76,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2842,Student76,Teacher2,directed,user_graph,6,0,0,0,6
2843,Student55,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2844,Student55,Teacher2,directed,user_graph,6,0,0,0,6
2845,Student71,idxhmm5940222n,directed,post_graph,6,0,0,0,6
2846,Student71,Teacher2,directed,user_graph,6,0,0,0,6
2992,Student100,idzlx6gucbs7fl,directed,post_graph,6,0,0,0,6
2993,Student100,Student55,directed,user_graph,6,0,0,0,6
3061,Student34,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3063,Student11,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3065,Student93,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3067,Student38,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3069,Student42,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3071,Student45,ie12aping3b5i,directed,post_graph,6,0,0,0,6
3406,Student88,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3408,Student100,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3410,Student22,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3412,Student1,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3414,Student82,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3416,Student85,iea1nzgyryx5ms,directed,post_graph,6,0,0,0,6
3557,Student86,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3558,Student86,Student32,directed,user_graph,6,0,0,0,6
3559,Student24,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3560,Student24,Student32,directed,user_graph,6,0,0,0,6
3561,Student35,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3562,Student35,Student32,directed,user_graph,6,0,0,0,6
3563,idfybvjfkFB,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3564,idfybvjfkFB,Student32,directed,user_graph,6,0,0,0,6
3565,Student71,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3566,Student71,Student32,directed,user_graph,6,0,0,0,6
3567,Student41,iec9g1x32gxtu,directed,post_graph,6,0,0,0,6
3568,Student41,Student32,directed,user_graph,6,0,0,0,6
3587,Student83,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3589,Student29,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3591,Student65,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3593,Student2,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3595,Student71,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3597,Student46,iede5nw7sey44p,directed,post_graph,6,0,0,0,6
3639,Student77,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3640,Student77,Student54,directed,user_graph,6,0,0,0,6
3641,Student3,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3642,Student3,Student54,directed,user_graph,6,0,0,0,6
3643,Student95,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3644,Student95,Student54,directed,user_graph,6,0,0,0,6
3645,Student11,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3646,Student11,Student54,directed,user_graph,6,0,0,0,6
3647,Student26,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3648,Student26,Student54,directed,user_graph,6,0,0,0,6
3649,Student71,ief0x48axuy2vr,directed,post_graph,6,0,0,0,6
3650,Student71,Student54,directed,user_graph,6,0,0,0,6
3773,Student38,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3775,Student11,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3777,Student10,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3779,Teacher2,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3781,Student8,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3783,Student3,iegj3aep3ic11q,directed,post_graph,6,0,0,0,6
3830,Student8,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3831,Student8,Student1,directed,user_graph,6,0,0,0,6
3832,Student87,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3833,Student87,Student1,directed,user_graph,6,0,0,0,6
3834,Student46,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3835,Student46,Student1,directed,user_graph,6,0,0,0,6
3836,Student95,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3837,Student95,Student1,directed,user_graph,6,0,0,0,6
3838,Student85,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3839,Student85,Student1,directed,user_graph,6,0,0,0,6
3840,Student68,iekr2951cd073s,directed,post_graph,6,0,0,0,6
3841,Student68,Student1,directed,user_graph,6,0,0,0,6
4067,Student1,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4069,Student43,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4071,Student52,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4073,Student96,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4075,Student73,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4077,Guest9,ieuv688se6z63r,directed,post_graph,6,0,0,0,6
4325,Student83,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4327,Student80,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4329,Student38,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4331,Teacher2,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4333,Student95,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4335,Student44,if35bjs0s461w2,directed,post_graph,6,0,0,0,6
4724,Student13,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
4726,Student54,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
4728,Student32,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
4730,Student73,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
4732,Student101,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
4734,Student8,ifbqffj0vg62l,directed,post_graph,6,0,0,0,6
1202,Teacher4,idrm0rixhes4oo,directed,post_graph,6,4,0,0,10
1215,Teacher4,idrm2cf039r6y3,directed,post_graph,6,4,0,0,10
1439,Teacher3,ids6udf1cth3ud,directed,post_graph,6,4,0,0,10
2105,Teacher6,idtnrsk4vtt3nx,directed,post_graph,6,4,0,0,10
1320,Teacher4,idrm9xmc5wt494,directed,post_graph,6,5,0,0,11
3829,Student1,iekr2951cd073s,directed,post_graph,6,52,0,0,58
3638,Student54,ief0x48axuy2vr,directed,post_graph,6,56,0,0,62
3556,Student32,iec9g1x32gxtu,directed,post_graph,6,57,0,0,63
1741,Teacher3,ids81mokwe1z9,directed,post_graph,6,6,0,0,12
2118,Teacher6,idtnwde932p4vu,directed,post_graph,6,6,0,0,12
2834,Teacher2,idxhmm5940222n,directed,post_graph,6,68,0,0,74
1818,Teacher3,ids9j53coxo5zb,directed,post_graph,6,7,0,0,13
2991,Student55,idzlx6gucbs7fl,directed,post_graph,6,71,0,0,77
467,Student34,idksc5bpary205,directed,post_graph,6,77,0,0,83
298,Student6,idh1kuiuasa3cy,directed,post_graph,6,84,0,0,90
244,Teacher2,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
246,Student74,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
248,Student51,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
250,Student74,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
252,Student8,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
254,Student51,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
256,Student8,idgqnrtlgde5pw,directed,post_graph,7,0,0,0,7
514,Student55,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
516,Student6,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
518,Student82,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
520,Student1,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
522,Teacher2,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
524,Teacher2,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
526,Student55,idmedk1vgep2pc,directed,post_graph,7,0,0,0,7
860,Student51,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
862,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
864,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
866,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
868,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
870,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,0,7
872,Teacher5,idrb079lxjf19s,directed,post_graph,7,0,0,1,8
990,Misc1,idrbzveanz513w,directed,post_graph,7,0,0,0,7
992,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,0,7
994,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,0,7
996,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,0,7
998,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,0,7
1000,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,0,7
1002,Teacher5,idrbzveanz513w,directed,post_graph,7,0,0,1,8
1334,Student45,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1335,Student45,Teacher4,directed,user_graph,7,0,0,0,7
1336,Teacher4,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1337,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1338,Student45,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1339,Student45,Teacher4,directed,user_graph,7,0,0,0,7
1340,Teacher4,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1341,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1342,Teacher4,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1343,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1344,Teacher4,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1345,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1346,Teacher4,idrmbn86r8h52v,directed,post_graph,7,0,0,0,7
1347,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1349,Student22,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1350,Student22,Teacher4,directed,user_graph,7,0,0,0,7
1351,Teacher4,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1352,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1353,Student22,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1354,Student22,Teacher4,directed,user_graph,7,0,0,0,7
1355,Teacher4,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1356,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1357,Teacher4,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1358,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1359,Teacher4,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1360,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1361,Teacher4,idrmdhhfxhe5qt,directed,post_graph,7,0,0,0,7
1362,Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
1425,Student95,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1426,Student95,Teacher3,directed,user_graph,7,0,0,0,7
1427,Teacher3,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1428,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1429,Teacher3,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1430,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1431,Student95,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1432,Student95,Teacher3,directed,user_graph,7,0,0,0,7
1433,Teacher3,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1434,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1435,Teacher3,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1436,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1437,Teacher3,ids6r2trzec4g5,directed,post_graph,7,0,0,0,7
1438,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1502,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1503,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1504,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1505,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1506,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1507,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1508,Misc2,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1509,Misc2,Teacher3,directed,user_graph,7,0,0,1,8
1510,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1511,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1512,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1513,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1514,Teacher3,ids784ednlu3a2,directed,post_graph,7,0,0,1,8
1515,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
1618,Teacher2,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1619,Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
1620,Teacher2,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1621,Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
1622,Teacher2,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1623,Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
1624,Teacher2,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1625,Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
1626,Teacher2,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1627,Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
1628,Student13,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1629,Student13,Teacher2,directed,user_graph,7,0,0,0,7
1630,Student13,ids7gazb9r56v3,directed,post_graph,7,0,0,0,7
1631,Student13,Teacher2,directed,user_graph,7,0,0,0,7
1832,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1833,Student101,Teacher3,directed,user_graph,7,0,0,0,7
1834,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1835,Student101,Teacher3,directed,user_graph,7,0,0,0,7
1836,Teacher3,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1837,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1838,Teacher3,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1839,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1840,Teacher3,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1841,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1842,Teacher3,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1843,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
1844,Student101,ids9mee2ceu725,directed,post_graph,7,0,0,0,7
1845,Student101,Teacher3,directed,user_graph,7,0,0,0,7
2016,Student98,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2017,Student98,Teacher3,directed,user_graph,7,0,0,0,7
2018,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2019,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
2020,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2021,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
2022,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2023,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
2024,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2025,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
2026,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,0,7
2027,Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
2028,Teacher3,idtnfhzexvx2kp,directed,post_graph,7,0,0,1,8
2029,Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
2204,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2205,Student14,Teacher7,directed,user_graph,7,0,0,0,7
2206,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2207,Student14,Teacher7,directed,user_graph,7,0,0,0,7
2208,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2209,Student14,Teacher7,directed,user_graph,7,0,0,0,7
2210,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2211,Student14,Teacher7,directed,user_graph,7,0,0,0,7
2212,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2213,Student14,Teacher7,directed,user_graph,7,0,0,0,7
2214,Teacher7,idtuzr7l2rk2wv,directed,post_graph,7,0,0,0,7
2215,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2216,Student14,idtuzr7l2rk2wv,directed,post_graph,7,0,0,1,8
2217,Student14,Teacher7,directed,user_graph,7,0,0,1,8
2264,Student44,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2265,Student44,Teacher7,directed,user_graph,7,0,0,0,7
2266,Teacher7,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2267,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2268,Teacher7,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2269,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2270,Student44,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2271,Student44,Teacher7,directed,user_graph,7,0,0,0,7
2272,Teacher7,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2273,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2274,Teacher7,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2275,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2276,Teacher7,idtv03vgiwt6v4,directed,post_graph,7,0,0,0,7
2277,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2336,Student80,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2337,Student80,Teacher7,directed,user_graph,7,0,0,0,7
2338,Teacher7,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2339,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2340,Teacher7,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2341,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2342,Student80,idtv0fxxl425i2,directed,post_graph,7,0,0,1,8
2343,Student80,Teacher7,directed,user_graph,7,0,0,1,8
2344,Teacher7,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2345,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2346,Teacher7,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2347,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2348,Teacher7,idtv0fxxl425i2,directed,post_graph,7,0,0,0,7
2349,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2367,Student66,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7
2368,Student66,Teacher7,directed,user_graph,7,0,0,0,7
2369,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7
2370,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2371,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7
2372,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2373,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7
2374,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2375,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,0,7
2376,Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
2377,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,1,8
2378,Teacher7,Teacher7,directed,user_graph,7,0,0,1,8
2379,Teacher7,idtv0pcndey1t9,directed,post_graph,7,0,0,1,8
2380,Teacher7,Teacher7,directed,user_graph,7,0,0,1,8
2456,Student72,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2457,Student72,Teacher6,directed,user_graph,7,0,0,0,7
2458,Student72,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2459,Student72,Teacher6,directed,user_graph,7,0,0,0,7
2460,Teacher6,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2461,Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
2462,Teacher6,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2463,Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
2464,Teacher6,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2465,Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
2466,Teacher6,iduafpquedx1zd,directed,post_graph,7,0,0,0,7
2467,Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
2468,Teacher6,iduafpquedx1zd,directed,post_graph,7,0,0,1,8
2469,Teacher6,Teacher6,directed,user_graph,7,0,0,1,8
2471,Student13,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2473,Student101,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2475,Student22,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2477,Student76,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2479,Student53,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2481,Student77,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2483,Student33,iduj7iyqmb14nn,directed,post_graph,7,0,0,0,7
2567,Student78,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2569,Teacher1,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2571,Teacher1,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2573,Student78,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2575,Teacher1,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2577,Teacher1,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2579,Teacher1,idutof85kyw5d8,directed,post_graph,7,0,0,0,7
2650,Student38,idwoh3ut1gq602,directed,post_graph,7,0,0,0,7
2651,Student38,Student65,directed,user_graph,7,0,0,0,7
2652,Student24,idwoh3ut1gq602,directed,post_graph,7,0,0,0,7
2653,Student24,Student65,directed,user_graph,7,0,0,0,7
2687,Student43,idxda8mryajfl,directed,post_graph,7,0,0,0,7
2688,Student43,Teacher1,directed,user_graph,7,0,0,0,7
