,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
2407,User36,ib0mhkod4go5bt,directed,post_graph,3,0,0,0,3
2409,User235,ib0mhkod4go5bt,directed,post_graph,3,0,0,0,3
2423,i4il5dezsh25c,ib132v4afc43ma,directed,post_graph,3,0,0,0,3
2425,i4il5dezsh25c,ib132v4afc43ma,directed,post_graph,3,0,0,0,3
2427,User291,ib132v4afc43ma,directed,post_graph,3,0,0,0,3
2431,User91,ib18m6umt253zz,directed,post_graph,3,0,0,0,3
2432,User91,User213,directed,user_graph,3,0,0,0,3
2479,User61,ib3u07e1nj3315,directed,post_graph,3,0,0,0,3
2480,User61,Missing66,directed,user_graph,3,0,0,0,3
2481,User359,ib3u07e1nj3315,directed,post_graph,3,0,0,0,3
2482,User359,Missing66,directed,user_graph,3,0,0,0,3
2483,Missing65,ib3u07e1nj3315,directed,post_graph,3,0,0,0,3
2484,Missing65,Missing66,directed,user_graph,3,0,0,0,3
2497,User242,ib4j19tf20w1t3,directed,post_graph,3,0,0,0,3
2499,User302,ib4j19tf20w1t3,directed,post_graph,3,0,0,0,3
2501,User271,ib4j19tf20w1t3,directed,post_graph,3,0,0,0,3
2574,User36,iba1flpa3fi1qn,directed,post_graph,3,0,0,0,3
2575,User36,User336,directed,user_graph,3,0,0,0,3
2576,User96,iba1flpa3fi1qn,directed,post_graph,3,0,0,0,3
2577,User96,User336,directed,user_graph,3,0,0,0,3
2578,User336,iba1flpa3fi1qn,directed,post_graph,3,0,0,0,3
2579,User336,User336,directed,user_graph,3,0,0,0,3
2582,Missing71,ibafsx61si25xh,directed,post_graph,3,0,0,0,3
2584,Missing71,ibafsx61si25xh,directed,post_graph,3,0,0,0,3
2586,Missing71,ibafsx61si25xh,directed,post_graph,3,0,0,0,3
2649,User51,ibciu5fh54j5r3,directed,post_graph,3,0,0,0,3
2651,User158,ibciu5fh54j5r3,directed,post_graph,3,0,0,0,3
2653,User235,ibciu5fh54j5r3,directed,post_graph,3,0,0,0,3
2664,User166,ibd3avhwrg64ln,directed,post_graph,3,0,0,0,3
2665,User166,User97,directed,user_graph,3,0,0,0,3
2666,Missing66,ibd3avhwrg64ln,directed,post_graph,3,0,0,0,3
2667,Missing66,User97,directed,user_graph,3,0,0,0,3
2668,Missing68,ibd3avhwrg64ln,directed,post_graph,3,0,0,0,3
2669,Missing68,User97,directed,user_graph,3,0,0,0,3
2712,User95,ibeitldvrdit0,directed,post_graph,3,0,0,0,3
2714,User166,ibeitldvrdit0,directed,post_graph,3,0,0,0,3
2716,User96,ibeitldvrdit0,directed,post_graph,3,0,0,0,3
2719,User107,ibf4dsmffic17x,directed,post_graph,3,0,0,0,3
2720,User107,User107,directed,user_graph,3,0,0,0,3
2721,User98,ibf4dsmffic17x,directed,post_graph,3,0,0,0,3
2722,User98,User107,directed,user_graph,3,0,0,0,3
2723,Missing68,ibf4dsmffic17x,directed,post_graph,3,0,0,0,3
2724,Missing68,User107,directed,user_graph,3,0,0,0,3
2742,User158,ibgpsmxy3de545,directed,post_graph,3,0,0,0,3
2743,User158,huof6l4oauohw,directed,user_graph,3,0,0,0,3
2763,i4il5dezsh25c,ibhf01509575il,directed,post_graph,3,0,0,0,3
2765,User182,ibhf01509575il,directed,post_graph,3,0,0,0,3
2767,User213,ibhf01509575il,directed,post_graph,3,0,0,0,3
2807,User154,ibir0w4ymx25j5,directed,post_graph,3,0,0,0,3
2809,Missing66,ibir0w4ymx25j5,directed,post_graph,3,0,0,0,3
2811,Missing79,ibir0w4ymx25j5,directed,post_graph,3,0,0,0,3
2827,User238,ibjuaon06gjc,directed,post_graph,3,0,0,0,3
2828,User238,User238,directed,user_graph,3,0,0,0,3
2916,User203,ibmpmgsojw1zf,directed,post_graph,3,0,0,0,3
2917,User203,Missing66,directed,user_graph,3,0,0,0,3
2918,User203,ibmpmgsojw1zf,directed,post_graph,3,0,0,0,3
2919,User203,Missing66,directed,user_graph,3,0,0,0,3
2920,User203,ibmpmgsojw1zf,directed,post_graph,3,0,0,1,4
2921,User203,Missing66,directed,user_graph,3,0,0,1,4
2924,hvebmkoquig,ibmqrjpm7hc1ek,directed,post_graph,3,0,0,1,4
2925,hvebmkoquig,Missing66,directed,user_graph,3,0,0,1,4
2926,hvebmkoquig,ibmqrjpm7hc1ek,directed,post_graph,3,0,0,1,4
2927,hvebmkoquig,Missing66,directed,user_graph,3,0,0,1,4
2928,hvebmkoquig,ibmqrjpm7hc1ek,directed,post_graph,3,0,0,1,4
2929,hvebmkoquig,Missing66,directed,user_graph,3,0,0,1,4
2940,Missing66,ibocirzaqw5us,directed,post_graph,3,0,0,0,3
2942,User15,ibocirzaqw5us,directed,post_graph,3,0,0,0,3
2944,User47,ibocirzaqw5us,directed,post_graph,3,0,0,0,3
2947,User153,ibost91ebk24qi,directed,post_graph,3,0,0,0,3
2948,User153,Missing71,directed,user_graph,3,0,0,0,3
2949,User336,ibost91ebk24qi,directed,post_graph,3,0,0,0,3
2950,User336,Missing71,directed,user_graph,3,0,0,0,3
2951,User156,ibost91ebk24qi,directed,post_graph,3,0,0,0,3
2952,User156,Missing71,directed,user_graph,3,0,0,0,3
2954,Missing68,ibpnrfc1gbq41g,directed,post_graph,3,0,0,0,3
2955,Missing68,User97,directed,user_graph,3,0,0,0,3
2956,Missing68,ibpnrfc1gbq41g,directed,post_graph,3,0,0,0,3
2957,Missing68,User97,directed,user_graph,3,0,0,0,3
2958,Missing68,ibpnrfc1gbq41g,directed,post_graph,3,0,0,0,3
2959,Missing68,User97,directed,user_graph,3,0,0,0,3
2988,User20,ibsjo3xfo1po4,directed,post_graph,3,0,0,0,3
2989,User20,User106,directed,user_graph,3,0,0,0,3
2990,User105,ibsjo3xfo1po4,directed,post_graph,3,0,0,0,3
2991,User105,User106,directed,user_graph,3,0,0,0,3
2992,User205,ibsjo3xfo1po4,directed,post_graph,3,0,0,0,3
2993,User205,User106,directed,user_graph,3,0,0,0,3
2996,Missing66,ibso2emgvju38l,directed,post_graph,3,0,0,0,3
2998,User314,ibso2emgvju38l,directed,post_graph,3,0,0,0,3
3000,User107,ibso2emgvju38l,directed,post_graph,3,0,0,0,3
3014,User278,ibstdyyn9dc4fv,directed,post_graph,3,0,0,0,3
3015,User278,User278,directed,user_graph,3,0,0,0,3
3113,User292,ibw5bmg3Last3244gg,directed,post_graph,3,0,0,1,4
3114,User292,User166,directed,user_graph,3,0,0,1,4
3115,User39,ibw5bmg3Last3244gg,directed,post_graph,3,0,0,1,4
3116,User39,User166,directed,user_graph,3,0,0,1,4
3148,User273,iby0cw1cnxi5w4,directed,post_graph,3,0,0,0,3
3149,User273,User240,directed,user_graph,3,0,0,0,3
3236,User214,ic2vf3lylz3g7,directed,post_graph,3,0,0,0,3
3238,User304,ic2vf3lylz3g7,directed,post_graph,3,0,0,0,3
3240,User166,ic2vf3lylz3g7,directed,post_graph,3,0,0,0,3
3259,User166,ic3rgwl3wgg4el,directed,post_graph,3,0,0,0,3
3260,User166,User331,directed,user_graph,3,0,0,0,3
3349,User166,ic7xo65akv5po,directed,post_graph,3,0,0,0,3
3351,User201,ic7xo65akv5po,directed,post_graph,3,0,0,0,3
3353,User336,ic7xo65akv5po,directed,post_graph,3,0,0,0,3
3421,User105,icczqwknaud1s8,directed,post_graph,3,0,0,0,3
3422,User105,Missing68,directed,user_graph,3,0,0,0,3
3423,User208,icczqwknaud1s8,directed,post_graph,3,0,0,0,3
3424,User208,Missing68,directed,user_graph,3,0,0,0,3
3425,User174,icczqwknaud1s8,directed,post_graph,3,0,0,1,4
3426,User174,Missing68,directed,user_graph,3,0,0,1,4
3428,User80,icd08c5ps7q4ac,directed,post_graph,3,0,0,0,3
3430,User166,icd08c5ps7q4ac,directed,post_graph,3,0,0,0,3
3432,User149,icd08c5ps7q4ac,directed,post_graph,3,0,0,0,3
3453,User75,icdsxnablwf36r,directed,post_graph,3,0,0,0,3
3455,User304,icdsxnablwf36r,directed,post_graph,3,0,0,0,3
3457,User70,icdsxnablwf36r,directed,post_graph,3,0,0,0,3
3484,Missing66,ice5prj2szx3nc,directed,post_graph,3,0,0,0,3
3485,Missing66,Missing66,directed,user_graph,3,0,0,0,3
3486,User347,ice5prj2szx3nc,directed,post_graph,3,0,0,0,3
3487,User347,Missing66,directed,user_graph,3,0,0,0,3
3488,Missing66,ice5prj2szx3nc,directed,post_graph,3,0,0,0,3
3489,Missing66,Missing66,directed,user_graph,3,0,0,0,3
3492,User78,ice5uvxabqcxp,directed,post_graph,3,0,0,0,3
3493,User78,Missing66,directed,user_graph,3,0,0,0,3
3494,User78,ice5uvxabqcxp,directed,post_graph,3,0,0,0,3
3495,User78,Missing66,directed,user_graph,3,0,0,0,3
3496,User78,ice5uvxabqcxp,directed,post_graph,3,0,0,0,3
3497,User78,Missing66,directed,user_graph,3,0,0,0,3
3518,Missing68,icfnq6wpyyp5zl,directed,post_graph,3,0,0,0,3
3519,Missing68,User224,directed,user_graph,3,0,0,0,3
3520,User154,icfnq6wpyyp5zl,directed,post_graph,3,0,0,0,3
3521,User154,User224,directed,user_graph,3,0,0,0,3
3522,User156,icfnq6wpyyp5zl,directed,post_graph,3,0,0,0,3
3523,User156,User224,directed,user_graph,3,0,0,0,3
3659,User359,icm3vud9zgpkj,directed,post_graph,3,0,0,0,3
3661,User70,icm3vud9zgpkj,directed,post_graph,3,0,0,0,3
3663,User115,icm3vud9zgpkj,directed,post_graph,3,0,0,0,3
3666,User153,icm3y4es7py659,directed,post_graph,3,0,0,0,3
3667,User153,User55,directed,user_graph,3,0,0,0,3
3668,User153,icm3y4es7py659,directed,post_graph,3,0,0,0,3
3669,User153,User55,directed,user_graph,3,0,0,0,3
3670,User174,icm3y4es7py659,directed,post_graph,3,0,0,0,3
3671,User174,User55,directed,user_graph,3,0,0,0,3
3703,User293,icmfl8uc9114lt,directed,post_graph,3,0,0,0,3
3704,User293,Missing68,directed,user_graph,3,0,0,0,3
3705,User293,icmfl8uc9114lt,directed,post_graph,3,0,0,0,3
3706,User293,Missing68,directed,user_graph,3,0,0,0,3
3707,User293,icmfl8uc9114lt,directed,post_graph,3,0,0,0,3
3708,User293,Missing68,directed,user_graph,3,0,0,0,3
3710,Missing68,icmhe90s4ayia,directed,post_graph,3,0,0,0,3
3712,Missing68,icmhe90s4ayia,directed,post_graph,3,0,0,0,3
3714,User98,icmhe90s4ayia,directed,post_graph,3,0,0,0,3
3886,User36,icuu6w19zsh79s,directed,post_graph,3,0,0,0,3
3888,User153,icuu6w19zsh79s,directed,post_graph,3,0,0,0,3
3890,User217,icuu6w19zsh79s,directed,post_graph,3,0,0,0,3
3968,User224,icy7wks9852yl,directed,post_graph,3,0,0,0,3
3969,User224,User348,directed,user_graph,3,0,0,0,3
3970,User307,icy7wks9852yl,directed,post_graph,3,0,0,0,3
3971,User307,User348,directed,user_graph,3,0,0,0,3
3972,User205,icy7wks9852yl,directed,post_graph,3,0,0,0,3
3973,User205,User348,directed,user_graph,3,0,0,0,3
1531,hv9ile47wap2ny,ia7mn3qppgt156,directed,post_graph,3,100,0,0,103
2098,User102,iaqqq2jhfra6kj,directed,post_graph,3,102,0,0,105
3547,User40,icgq8devke71wa,directed,post_graph,3,103,0,0,106
2117,i4il5dezsh25c,iar60exb9t85gy,directed,post_graph,3,107,0,0,110
2741,huof6l4oauohw,ibgpsmxy3de545,directed,post_graph,3,107,0,0,110
2448,User82,ib2hm36ixjmpw,directed,post_graph,3,109,0,0,112
1909,User336,iak0z6lvsum2kp,directed,post_graph,3,110,0,0,113
1009,hvdb7zxej2ef5,i9rfy6r9gov51e,directed,post_graph,3,111,0,0,114
1479,User166,ia5b83jwlq66y9,directed,post_graph,3,114,0,0,117
3375,User41,icaghtuz17i61w,directed,post_graph,3,114,0,0,117
3665,User55,icm3y4es7py659,directed,post_graph,3,116,0,0,119
3517,User224,icfnq6wpyyp5zl,directed,post_graph,3,117,0,0,120
3048,User37,ibu8ldo4qk0148,directed,post_graph,3,121,0,0,124
2570,User215,ib9ios2f84p42s,directed,post_graph,3,123,0,0,126
2987,User106,ibsjo3xfo1po4,directed,post_graph,3,128,0,0,131
2769,User106,ibhg0cqagq33r0,directed,post_graph,3,132,0,0,135
1723,User250,iafrg5f8bqo6t2,directed,post_graph,3,133,0,0,136
3367,huof6l4oauohw,ic99gwmgytj6g2,directed,post_graph,3,135,0,0,138
1581,User278,ia9wfhxubbm4sa,directed,post_graph,3,136,0,0,139
3147,User240,iby0cw1cnxi5w4,directed,post_graph,3,136,0,0,139
1399,User36,ia38u991t9rf1,directed,post_graph,3,137,0,0,140
3420,Missing68,icczqwknaud1s8,directed,post_graph,3,139,0,0,142
1308,User182,i9yy5y9yrwj6sn,directed,post_graph,3,144,0,0,147
2130,User329,iasbpcsjqyi23b,directed,post_graph,3,147,0,0,150
1008,i18w63x9wyp1tj,i9rfre3pha7o5,directed,post_graph,3,150,0,0,153
2573,User336,iba1flpa3fi1qn,directed,post_graph,3,151,0,0,154
1313,User278,ia067phastg29j,directed,post_graph,3,152,0,0,155
1977,User60,ianrw39py8w6zd,directed,post_graph,3,152,0,0,155
2322,User36,iaxztigps9s592,directed,post_graph,3,152,0,0,155
3179,User278,ic0335frero6vz,directed,post_graph,3,153,0,0,156
2826,User238,ibjuaon06gjc,directed,post_graph,3,155,0,0,158
1537,User188,ia7o40rblu11ar,directed,post_graph,3,156,0,0,159
1307,User313,i9yazoybvdl6i8,directed,post_graph,3,159,0,0,162
1398,User291,ia33do3mogg6hw,directed,post_graph,3,159,0,0,162
966,User102,i9o3d9pknpg24r,directed,post_graph,3,162,0,0,165
2603,User273,ibbmtdml62t4w0,directed,post_graph,3,162,0,0,165
1540,Missing68,ia7skehbca862s,directed,post_graph,3,164,0,0,167
3365,User281,ic8fhnleyol1wr,directed,post_graph,3,172,0,0,175
1020,i4kxfp0oe4u7p1,i9rl21nvcfy4v4,directed,post_graph,3,179,0,0,182
1523,User70,ia6tf199rgm24u,directed,post_graph,3,183,0,0,186
1867,User70,iaib4cbpcd34a,directed,post_graph,3,186,0,0,189
1928,hvdb7zxej2ef5,ialkp4guvom65x,directed,post_graph,3,191,0,0,194
2175,User342,iauppnzvrws4wy,directed,post_graph,3,2,0,0,5
2309,User298,iax1i5cc1pn5v6,directed,post_graph,3,2,0,0,5
2517,User338,ib6132eu9w53l5,directed,post_graph,3,2,0,0,5
3040,User26,ibttxlcnt0v3ys,directed,post_graph,3,2,0,0,5
3246,User214,ic3at0zc1fx3xy,directed,post_graph,3,2,0,0,5
3381,User319,icbeaiflmfu1vb,directed,post_graph,3,2,0,0,5
3407,User75,icc8x8h6qab5vg,directed,post_graph,3,2,0,0,5
3702,Missing68,icmfl8uc9114lt,directed,post_graph,3,2,0,0,5
848,User76,i9lnta4uis17pr,directed,post_graph,3,231,0,0,234
1823,User37,iahhkujwulm1j9,directed,post_graph,3,27,0,0,30
2728,User182,ibf9wf6jy5f5v,directed,post_graph,3,33,0,0,36
2915,Missing66,ibmpmgsojw1zf,directed,post_graph,3,5,0,0,8
3023,User258,ibtao4iwh053xx,directed,post_graph,3,5,0,0,8
2759,User367,ibhc6qw7omp6tn,directed,post_graph,3,50,0,0,53
1483,User158,ia5d6r47mis3rl,directed,post_graph,3,54,0,0,57
7,User294,i9hy7k2gz531hb,directed,post_graph,3,57,0,0,60
2663,User97,ibd3avhwrg64ln,directed,post_graph,3,59,0,0,62
1989,User81,iao4kwkk1ww2j7,directed,post_graph,3,6,0,0,9
2773,User26,ibhvpe57hpo677,directed,post_graph,3,6,0,0,9
2923,Missing66,ibmqrjpm7hc1ek,directed,post_graph,3,6,0,0,9
2953,User97,ibpnrfc1gbq41g,directed,post_graph,3,6,0,0,9
3006,User97,ibspq0uwq0e4bs,directed,post_graph,3,6,0,0,9
3022,User78,ibt6j7knpcl4yt,directed,post_graph,3,6,0,0,9
3483,Missing66,ice5prj2szx3nc,directed,post_graph,3,6,0,0,9
3491,Missing66,ice5uvxabqcxp,directed,post_graph,3,6,0,0,9
1919,User278,iakw88wdypi44f,directed,post_graph,3,61,0,0,64
2478,Missing66,ib3u07e1nj3315,directed,post_graph,3,62,0,0,65
2718,User107,ibf4dsmffic17x,directed,post_graph,3,62,0,0,65
3258,User331,ic3rgwl3wgg4el,directed,post_graph,3,67,0,0,70
2435,User240,ib1e6vv6utd6mn,directed,post_graph,3,7,0,0,10
2937,User250,ibnwksqgyst3zh,directed,post_graph,3,7,0,0,10
3011,User162,ibssjeo5x7a6re,directed,post_graph,3,7,0,0,10
3012,User378,ibstb4u1daf28i,directed,post_graph,3,7,0,0,10
3604,User242,icjjln7txno581,directed,post_graph,3,7,0,0,10
1654,User91,iadaf23xdbp54j,directed,post_graph,3,73,0,0,76
1634,hv9ile47wap2ny,iacwqbm5np73w8,directed,post_graph,3,75,0,0,78
1753,User174,iagcactcnn95ij,directed,post_graph,3,77,0,0,80
2729,User222,ibfhszjjgrf2dn,directed,post_graph,3,78,0,0,81
3021,User318,ibt2uibsqvp370,directed,post_graph,3,8,0,0,11
1601,User91,iabkiwls1d26p9,directed,post_graph,3,80,0,0,83
1944,User37,iamoxd6dugy6fx,directed,post_graph,3,80,0,0,83
3228,User313,ic253j067f229z,directed,post_graph,3,80,0,0,83
3112,User166,ibw5bmg3Last3244gg,directed,post_graph,3,81,0,0,84
3966,User142,icwvamplgjw74q,directed,post_graph,3,81,0,0,84
1420,User348,ia3v6dsf3033a2,directed,post_graph,3,83,0,0,86
3967,User348,icy7wks9852yl,directed,post_graph,3,84,0,0,87
1310,User77,i9zkxzh7jvatt,directed,post_graph,3,85,0,0,88
2758,User81,ibhc47gc5ya16k,directed,post_graph,3,86,0,0,89
1286,User250,i9xi0pzkap34dd,directed,post_graph,3,9,0,0,12
2391,User156,ib00bt291i74ae,directed,post_graph,3,9,0,0,12
2515,User319,ib5g51vshon3vz,directed,post_graph,3,9,0,0,12
3013,User278,ibstdyyn9dc4fv,directed,post_graph,3,9,0,0,12
3735,User367,icmpcoigk674rz,directed,post_graph,3,9,0,0,12
1875,User50,iaid7q8tnaf5j2,directed,post_graph,3,90,0,0,93
1645,User211,iad133vt42o607,directed,post_graph,3,91,0,0,94
2430,User213,ib18m6umt253zz,directed,post_graph,3,91,0,0,94
1722,User336,iafh4anqbj441e,directed,post_graph,3,96,0,0,99
3230,User278,ic2inji73p0574,directed,post_graph,3,96,0,0,99
2328,User278,iay8jdqy2el411,directed,post_graph,3,97,0,0,100
2946,Missing71,ibost91ebk24qi,directed,post_graph,3,98,0,0,101
814,User95,i9jvz17x9om4bi,directed,post_graph,4,0,0,0,4
817,User70,i9jw2wzunrn51w,directed,post_graph,4,0,0,0,4
818,User70,hyrw9fszl3h2t7,directed,user_graph,4,0,0,0,4
819,User304,i9jw2wzunrn51w,directed,post_graph,4,0,0,0,4
820,User304,hyrw9fszl3h2t7,directed,user_graph,4,0,0,0,4
821,User314,i9jw2wzunrn51w,directed,post_graph,4,0,0,0,4
822,User314,hyrw9fszl3h2t7,directed,user_graph,4,0,0,0,4
823,User366,i9jw2wzunrn51w,directed,post_graph,4,0,0,0,4
824,User366,hyrw9fszl3h2t7,directed,user_graph,4,0,0,0,4
1012,User273,i9rjew9d66q7ex,directed,post_graph,4,0,0,0,4
1014,User69,i9rjew9d66q7ex,directed,post_graph,4,0,0,0,4
1016,hyurapz9lkc,i9rjew9d66q7ex,directed,post_graph,4,0,0,0,4
1018,User336,i9rjew9d66q7ex,directed,post_graph,4,0,0,0,4
1051,User93,i9sxzi5h54oq6,directed,post_graph,4,0,0,0,4
1052,User93,User348,directed,user_graph,4,0,0,0,4
1053,User150,i9sxzi5h54oq6,directed,post_graph,4,0,0,0,4
1054,User150,User348,directed,user_graph,4,0,0,0,4
1055,Missing68,i9sxzi5h54oq6,directed,post_graph,4,0,0,0,4
1056,Missing68,User348,directed,user_graph,4,0,0,0,4
1057,Missing69,i9sxzi5h54oq6,directed,post_graph,4,0,0,0,4
1058,Missing69,User348,directed,user_graph,4,0,0,0,4
1153,Missing66,i9u48q9n41d4af,directed,post_graph,4,0,0,0,4
1154,Missing66,User143,directed,user_graph,4,0,0,0,4
1155,User182,i9u48q9n41d4af,directed,post_graph,4,0,0,0,4
1156,User182,User143,directed,user_graph,4,0,0,0,4
1157,User102,i9u48q9n41d4af,directed,post_graph,4,0,0,0,4
1158,User102,User143,directed,user_graph,4,0,0,0,4
1159,Missing65,i9u48q9n41d4af,directed,post_graph,4,0,0,0,4
1160,Missing65,User143,directed,user_graph,4,0,0,0,4
1178,User60,i9uqvwf7o551tx,directed,post_graph,4,0,0,0,4
1180,User188,i9uqvwf7o551tx,directed,post_graph,4,0,0,0,4
1182,User135,i9uqvwf7o551tx,directed,post_graph,4,0,0,0,4
1184,User174,i9uqvwf7o551tx,directed,post_graph,4,0,0,0,4
1303,User166,i9yav657hkz57w,directed,post_graph,4,0,0,0,4
1304,User166,User313,directed,user_graph,4,0,0,0,4
1305,User158,i9yav657hkz57w,directed,post_graph,4,0,0,0,4
1306,User158,User313,directed,user_graph,4,0,0,0,4
1365,User98,ia1vjy70z591l1,directed,post_graph,4,0,0,0,4
1367,User139,ia1vjy70z591l1,directed,post_graph,4,0,0,0,4
1369,Missing68,ia1vjy70z591l1,directed,post_graph,4,0,0,0,4
1371,User273,ia1vjy70z591l1,directed,post_graph,4,0,0,0,4
1447,User60,ia45o696t7s1ed,directed,post_graph,4,0,0,0,4
1449,User85,ia45o696t7s1ed,directed,post_graph,4,0,0,0,4
1451,User124,ia45o696t7s1ed,directed,post_graph,4,0,0,0,4
1453,User81,ia45o696t7s1ed,directed,post_graph,4,0,0,0,4
1726,User150,iafvlc5p8cv9,directed,post_graph,4,0,0,0,4
1728,Missing66,iafvlc5p8cv9,directed,post_graph,4,0,0,0,4
1730,Missing68,iafvlc5p8cv9,directed,post_graph,4,0,0,0,4
1732,User82,iafvlc5p8cv9,directed,post_graph,4,0,0,0,4
1808,User37,iah91y2520c29w,directed,post_graph,4,0,0,0,4
1809,User37,User37,directed,user_graph,4,0,0,0,4
1810,User37,iah91y2520c29w,directed,post_graph,4,0,0,0,4
1811,User37,User37,directed,user_graph,4,0,0,0,4
1812,User98,iah91y2520c29w,directed,post_graph,4,0,0,0,4
1813,User98,User37,directed,user_graph,4,0,0,0,4
1814,User53,iah91y2520c29w,directed,post_graph,4,0,0,0,4
1815,User53,User37,directed,user_graph,4,0,0,0,4
1887,User82,iaiqdu9ezh14c,directed,post_graph,4,0,0,0,4
1889,User204,iaiqdu9ezh14c,directed,post_graph,4,0,0,0,4
1891,User135,iaiqdu9ezh14c,directed,post_graph,4,0,0,0,4
1893,User70,iaiqdu9ezh14c,directed,post_graph,4,0,0,0,4
1931,Missing68,iamdjujjy5e4jp,directed,post_graph,4,0,0,0,4
1932,Missing68,User166,directed,user_graph,4,0,0,0,4
1933,User273,iamdjujjy5e4jp,directed,post_graph,4,0,0,0,4
1934,User273,User166,directed,user_graph,4,0,0,0,4
1935,User370,iamdjujjy5e4jp,directed,post_graph,4,0,0,0,4
1936,User370,User166,directed,user_graph,4,0,0,0,4
1937,User51,iamdjujjy5e4jp,directed,post_graph,4,0,0,0,4
1938,User51,User166,directed,user_graph,4,0,0,0,4
2073,User164,iaq7e1gjexgkm,directed,post_graph,4,0,0,0,4
2074,User164,User34,directed,user_graph,4,0,0,0,4
2075,User261,iaq7e1gjexgkm,directed,post_graph,4,0,0,0,4
2076,User261,User34,directed,user_graph,4,0,0,0,4
2077,Missing65,iaq7e1gjexgkm,directed,post_graph,4,0,0,0,4
2078,Missing65,User34,directed,user_graph,4,0,0,0,4
2079,User359,iaq7e1gjexgkm,directed,post_graph,4,0,0,0,4
2080,User359,User34,directed,user_graph,4,0,0,0,4
2136,User102,iasmtnm7gj33qu,directed,post_graph,4,0,0,0,4
2138,User102,iasmtnm7gj33qu,directed,post_graph,4,0,0,0,4
2140,User40,iasmtnm7gj33qu,directed,post_graph,4,0,0,0,4
2142,Missing65,iasmtnm7gj33qu,directed,post_graph,4,0,0,0,4
2157,User98,iatg210n2nzm2,directed,post_graph,4,0,0,0,4
2158,User98,User313,directed,user_graph,4,0,0,0,4
2231,huof6l4oauohw,iaw2e2xdxx92vx,directed,post_graph,4,0,0,0,4
2232,huof6l4oauohw,Missing68,directed,user_graph,4,0,0,0,4
2233,User80,iaw2e2xdxx92vx,directed,post_graph,4,0,0,0,4
2234,User80,Missing68,directed,user_graph,4,0,0,0,4
2235,User336,iaw2e2xdxx92vx,directed,post_graph,4,0,0,0,4
2236,User336,Missing68,directed,user_graph,4,0,0,0,4
2237,User164,iaw2e2xdxx92vx,directed,post_graph,4,0,0,0,4
2238,User164,Missing68,directed,user_graph,4,0,0,0,4
2372,User91,iayvgygoywtnw,directed,post_graph,4,0,0,0,4
2374,User97,iayvgygoywtnw,directed,post_graph,4,0,0,0,4
2376,User307,iayvgygoywtnw,directed,post_graph,4,0,0,0,4
2379,User300,iayvp7gc5923v,directed,post_graph,4,0,0,0,4
2380,User300,User300,directed,user_graph,4,0,0,0,4
2452,User304,ib2k3881103i0,directed,post_graph,4,0,0,0,4
2453,User304,User293,directed,user_graph,4,0,0,0,4
2454,User359,ib2k3881103i0,directed,post_graph,4,0,0,0,4
2455,User359,User293,directed,user_graph,4,0,0,0,4
2456,User293,ib2k3881103i0,directed,post_graph,4,0,0,0,4
2457,User293,User293,directed,user_graph,4,0,0,0,4
2458,User105,ib2k3881103i0,directed,post_graph,4,0,0,0,4
2459,User105,User293,directed,user_graph,4,0,0,0,4
2463,Missing68,ib33n69fm124zp,directed,post_graph,4,0,0,0,4
2465,Missing66,ib33n69fm124zp,directed,post_graph,4,0,0,0,4
2467,User320,ib33n69fm124zp,directed,post_graph,4,0,0,0,4
2469,User320,ib33n69fm124zp,directed,post_graph,4,0,0,0,4
2553,hyrw9fszl3h2t7,ib8pkimro3c6w,directed,post_graph,4,0,0,0,4
2555,User166,ib8pkimro3c6w,directed,post_graph,4,0,0,0,4
2557,User292,ib8pkimro3c6w,directed,post_graph,4,0,0,0,4
2559,User162,ib8pkimro3c6w,directed,post_graph,4,0,0,0,4
2589,Missing79,ibaliitl1np5qf,directed,post_graph,4,0,0,0,4
2591,Missing65,ibaliitl1np5qf,directed,post_graph,4,0,0,0,4
2593,Missing65,ibaliitl1np5qf,directed,post_graph,4,0,0,0,4
2595,Missing65,ibaliitl1np5qf,directed,post_graph,4,0,0,0,4
2692,User166,ibdtx5jmgcxpz,directed,post_graph,4,0,0,0,4
2693,User166,User265,directed,user_graph,4,0,0,0,4
2694,User188,ibdtx5jmgcxpz,directed,post_graph,4,0,0,0,4
2695,User188,User265,directed,user_graph,4,0,0,0,4
2696,User336,ibdtx5jmgcxpz,directed,post_graph,4,0,0,0,4
2697,User336,User265,directed,user_graph,4,0,0,0,4
2698,User15,ibdtx5jmgcxpz,directed,post_graph,4,0,0,0,4
2699,User15,User265,directed,user_graph,4,0,0,0,4
2731,User278,ibfi963vcd7378,directed,post_graph,4,0,0,0,4
2732,User278,User217,directed,user_graph,4,0,0,0,4
2795,User162,ibio4t09zvc1il,directed,post_graph,4,0,0,0,4
2797,i18w63x9wyp1tj,ibio4t09zvc1il,directed,post_graph,4,0,0,0,4
2799,User97,ibio4t09zvc1il,directed,post_graph,4,0,0,0,4
2801,Missing68,ibio4t09zvc1il,directed,post_graph,4,0,0,0,4
3181,User37,ic0noua8rv83q3,directed,post_graph,4,0,0,1,5
3183,User91,ic0noua8rv83q3,directed,post_graph,4,0,0,0,4
3185,User330,ic0noua8rv83q3,directed,post_graph,4,0,0,0,4
3187,User313,ic0noua8rv83q3,directed,post_graph,4,0,0,1,5
3210,User91,ic15majlaox5ed,directed,post_graph,4,0,0,0,4
