,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
3387,User356,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3389,hvedkbglOpZ,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3391,User348,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3393,User336,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3395,User108,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3397,Missing65,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3684,User153,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3686,Missing68,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3688,User321,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3690,Missing71,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3692,User53,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3694,User135,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3696,i4t9268xuvn6dh,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3698,User131,icmfdq8sgb93cy,directed,post_graph,8,0,0,0,8
3746,hvedkbglOpZ,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3747,hvedkbglOpZ,Missing68,directed,user_graph,8,0,0,0,8
3748,User291,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3749,User291,Missing68,directed,user_graph,8,0,0,0,8
3750,User153,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3751,User153,Missing68,directed,user_graph,8,0,0,0,8
3752,User276,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3753,User276,Missing68,directed,user_graph,8,0,0,0,8
3754,User15,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3755,User15,Missing68,directed,user_graph,8,0,0,0,8
3756,User38,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3757,User38,Missing68,directed,user_graph,8,0,0,0,8
3758,User238,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3759,User238,Missing68,directed,user_graph,8,0,0,0,8
3760,Missing68,icnuof4mb035fi,directed,post_graph,8,0,0,0,8
3761,Missing68,Missing68,directed,user_graph,8,0,0,0,8
2049,Missing91,iaoocl19v69281,directed,post_graph,8,146,0,0,154
2674,User367,ibdrok3i24x1sh,directed,post_graph,8,160,0,0,168
3745,Missing68,icnuof4mb035fi,directed,post_graph,8,171,0,0,179
828,User320,i9kpjhoijykl9,directed,post_graph,8,300,0,0,308
1127,User320,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1129,User224,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1131,User242,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1133,User242,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1135,User80,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1137,User320,i9te6xm8to32y8,directed,post_graph,9,0,0,0,9
1139,User224,i9te6xm8to32y8,directed,post_graph,9,0,0,1,10
1141,User224,i9te6xm8to32y8,directed,post_graph,9,0,0,1,10
1143,User224,i9te6xm8to32y8,directed,post_graph,9,0,0,1,10
1322,User97,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1323,User97,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1324,i4kxfp0oe4u7p1,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1325,i4kxfp0oe4u7p1,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1326,User85,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1327,User85,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1328,User255,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1329,User255,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1330,User98,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1331,User98,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1332,User70,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1333,User70,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1334,Missing68,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1335,Missing68,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1336,User57,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1337,User57,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
1338,User51,ia0bfktd9sg65c,directed,post_graph,9,0,0,0,9
1339,User51,i4kxfp0oe4u7p1,directed,user_graph,9,0,0,0,9
3285,User166,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3287,User314,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3289,User356,ic5824n4jhs2r,directed,post_graph,9,0,0,1,10
3291,User224,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3293,User292,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3295,User154,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3297,User257,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3299,User102,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3301,User191,ic5824n4jhs2r,directed,post_graph,9,0,0,0,9
3717,Missing68,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3719,User186,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3721,User365,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3723,User321,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3725,User336,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3727,User102,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3729,User135,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3731,User55,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
3733,Missing65,icmhilamyzw1jb,directed,post_graph,9,0,0,0,9
1321,i4kxfp0oe4u7p1,ia0bfktd9sg65c,directed,post_graph,9,182,0,0,191
1023,User205,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1024,User205,User323,directed,user_graph,11,0,0,0,11
1025,i4ssufpk8f356o,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1026,i4ssufpk8f356o,User323,directed,user_graph,11,0,0,0,11
1027,User312,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1028,User312,User323,directed,user_graph,11,0,0,0,11
1029,i4j6wy60cma6wm,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1030,i4j6wy60cma6wm,User323,directed,user_graph,11,0,0,0,11
1031,User242,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1032,User242,User323,directed,user_graph,11,0,0,0,11
1033,User132,i9s2hr9xyu578l,directed,post_graph,11,0,0,0,11
1034,User132,User323,directed,user_graph,11,0,0,0,11
1199,User314,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1201,User273,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1203,hz3bmlbf3sr3wr,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1205,Missing9,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1207,User321,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1209,hyurapz9lkc,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1211,Missing65,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1213,User96,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1215,User102,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1217,User209,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
1219,User348,i9vj3g9noa55v1,directed,post_graph,11,0,0,0,11
3557,User147,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3559,User33,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3561,User15,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3563,hvebmkoquig,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3565,User166,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3567,User336,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3569,User321,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3571,User105,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3573,User361,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3575,User150,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3577,hzigfb5cvgr,ici8y9lo6bo20p,directed,post_graph,11,0,0,0,11
3779,User295,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3780,User295,Missing68,directed,user_graph,11,0,0,0,11
3781,User238,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3782,User238,Missing68,directed,user_graph,11,0,0,0,11
3783,User158,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3784,User158,Missing68,directed,user_graph,11,0,0,0,11
3785,User102,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3786,User102,Missing68,directed,user_graph,11,0,0,0,11
3787,User75,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3788,User75,Missing68,directed,user_graph,11,0,0,0,11
3789,User273,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3790,User273,Missing68,directed,user_graph,11,0,0,0,11
3791,User313,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3792,User313,Missing68,directed,user_graph,11,0,0,0,11
3793,User150,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3794,User150,Missing68,directed,user_graph,11,0,0,0,11
3795,User178,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3796,User178,Missing68,directed,user_graph,11,0,0,0,11
3797,User362,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3798,User362,Missing68,directed,user_graph,11,0,0,0,11
3799,User257,icpeacsodpm303,directed,post_graph,11,0,0,0,11
3800,User257,Missing68,directed,user_graph,11,0,0,0,11
3778,Missing68,icpeacsodpm303,directed,post_graph,11,176,0,0,187
1022,User323,i9s2hr9xyu578l,directed,post_graph,11,188,0,0,199
2345,User273,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2347,User295,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2349,User314,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2351,User214,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2353,User208,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2355,User321,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2357,User33,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2359,User115,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2361,User55,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2363,User70,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2365,hvg3157td0h26j,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
2367,User238,iaytv7z6dtt92,directed,post_graph,12,0,0,0,12
3588,User53,icj4v3egqqk1iq,directed,post_graph,12,0,0,0,12
3590,User22,icj4v3egqqk1iq,directed,post_graph,12,0,0,0,12
3592,User299,icj4v3egqqk1iq,directed,post_graph,12,0,0,0,12
1478,User102,ia5apyvxl9j3yf,directed,post_graph,12,0,0,0,12
1145,User340,i9tl4858nkf2zn,directed,post_graph,12,1,0,0,13
1230,User97,i9wa67fkpq2ic,directed,post_graph,12,1,0,0,13
1311,hve4k97sat54qs,i9zw9m00cdc2zw,directed,post_graph,12,1,0,0,13
1864,hyxsfecmhg82oe,iaht44v04gh7bi,directed,post_graph,12,1,0,0,13
2129,User242,iarlojgztn93co,directed,post_graph,12,1,0,0,13
2534,User38,ib7kqqj94n47b2,directed,post_graph,12,1,0,0,13
2840,User70,ibjuz11kz975ha,directed,post_graph,12,1,0,0,13
3233,User81,ic2rzilb70p5rs,directed,post_graph,12,1,0,0,13
3895,User378,icv6e1xp1fpwk,directed,post_graph,12,1,0,0,13
3911,User188,icwpjg9y3c03rm,directed,post_graph,12,1,0,0,13
3988,User322,id6455fdojx3ev,directed,post_graph,12,1,0,0,13
1750,User348,iag37v6h7yz4s8,directed,post_graph,12,10,0,0,22
1539,User314,ia7q1yhgv0j5ep,directed,post_graph,12,100,0,0,112
1418,User251,ia3rrvwrj3n1k8,directed,post_graph,12,101,0,0,113
2178,User240,iav3kxg5xlf4xo,directed,post_graph,12,11,0,0,23
2911,User295,ibllcrdmgqu785,directed,post_graph,12,11,0,0,23
1417,User336,ia3q8jharie45k,directed,post_graph,12,112,0,0,124
1901,User98,iaj1stix64m7eb,directed,post_graph,12,12,0,0,24
2325,User47,iay3n4685e770d,directed,post_graph,12,12,0,0,24
2171,User154,iaud152jwis5ji,directed,post_graph,12,123,0,0,135
2564,User367,ib8qjfivjsl7lt,directed,post_graph,12,13,0,0,25
3376,User37,icax4ofripl4d5,directed,post_graph,12,15,0,0,27
2655,User18,ibcjdarnzcz2t9,directed,post_graph,12,154,0,0,166
1384,User82,ia26eyaq52u4xr,directed,post_graph,12,159,0,0,171
3170,User164,ibzm8c624kt5hc,directed,post_graph,12,18,0,0,30
965,User227,i9nkv5c5j63nl,directed,post_graph,12,187,0,0,199
991,i4j6wy60cma6wm,i9q6l8hxoix2n,directed,post_graph,12,196,0,0,208
810,User201,i9jehpvjnwg5xr,directed,post_graph,12,2,0,0,14
865,i4j6x4ubmg671b,i9n6vru1bze3pa,directed,post_graph,12,2,0,0,14
1197,User283,i9vdcjrn9m86ox,directed,post_graph,12,2,0,0,14
1312,User151,ia01tjisoo468h,directed,post_graph,12,2,0,0,14
1633,User211,iacojzzecb72m1,directed,post_graph,12,2,0,0,14
1690,User144,iaetjama5nl3z8,directed,post_graph,12,2,0,0,14
1978,User336,iantd54epb936a,directed,post_graph,12,2,0,0,14
2042,hqa65gyyl9s3he,iaogowxtkixxn,directed,post_graph,12,2,0,0,14
2203,User110,iavgb6hjk0a6yo,directed,post_graph,12,2,0,0,14
2335,User217,iayh4nq67k1hs,directed,post_graph,12,2,0,0,14
2505,User29,ib548xptwgu34v,directed,post_graph,12,2,0,0,14
2525,User231,ib7990fbawz40z,directed,post_graph,12,2,0,0,14
2818,User227,ibirqbzkhic2mp,directed,post_graph,12,2,0,0,14
3207,User261,ic11ffhrk681y3,directed,post_graph,12,2,0,0,14
3263,User336,ic3wbo9fsrf1co,directed,post_graph,12,2,0,0,14
3379,User362,icbbuasymg52ec,directed,post_graph,12,2,0,0,14
3549,User60,ich21mhfxg526p,directed,post_graph,12,2,0,0,14
3607,User100,ickfuiphwz43c5,directed,post_graph,12,2,0,0,14
3737,User238,icmsoyyyby03ns,directed,post_graph,12,2,0,0,14
3909,User249,icwggoxdfmb532,directed,post_graph,12,2,0,0,14
846,User313,i9lbp99cvi475o,directed,post_graph,12,219,0,0,231
1734,User18,iafz92qf7b41ks,directed,post_graph,12,23,0,0,35
825,User253,i9jxot4r4xa1yv,directed,post_graph,12,231,0,0,243
3550,User42,ich24z7beuh72y,directed,post_graph,12,29,0,0,41
1061,User85,i9tb0194znq6ow,directed,post_graph,12,3,0,0,15
1421,User318,ia3vsamwsr442y,directed,post_graph,12,3,0,0,15
1653,User376,iad9qf11vib1p1,directed,post_graph,12,3,0,0,15
1945,User231,iamss85l4i41yy,directed,post_graph,12,3,0,0,15
2064,User250,iaq1p7ih7i848y,directed,post_graph,12,3,0,0,15
2170,i4il5dezsh25c,iaua6fnbzbk46g,directed,post_graph,12,3,0,0,15
2229,User52,iavyzalpouh7c3,directed,post_graph,12,3,0,0,15
2320,i4kxfjow4tg7j2,iaxy6fyyvtc3ym,directed,post_graph,12,3,0,0,15
2326,User304,iay5q9y192i148,directed,post_graph,12,3,0,0,15
2503,User91,ib4oilqezxj1bs,directed,post_graph,12,3,0,0,15
2744,User262,ibgsflpoxhh3l4,directed,post_graph,12,3,0,0,15
2842,User85,ibk6qkfbo0p4nq,directed,post_graph,12,3,0,0,15
2984,User307,ibs7jhwizpa1vt,directed,post_graph,12,3,0,0,15
3214,i4il5dezsh25c,ic16g2bxeku2c9,directed,post_graph,12,3,0,0,15
3247,User29,ic3ehvjqlv526c,directed,post_graph,12,3,0,0,15
3404,User233,icc2qvyfu386cy,directed,post_graph,12,3,0,0,15
3608,User313,ickjh71ect16dt,directed,post_graph,12,3,0,0,15
3974,User300,icyqmyvygqf4ug,directed,post_graph,12,3,0,0,15
3463,User156,ice1uevp5ua1gv,directed,post_graph,12,30,0,0,42
1988,User69,iao2rnpfe0c5qv,directed,post_graph,12,4,0,0,16
2520,User233,ib6le6gfuh878k,directed,post_graph,12,4,0,0,16
2803,User240,ibiofkkxgjx3r4,directed,post_graph,12,4,0,0,16
3043,User369,ibu2hg6egxe4ts,directed,post_graph,12,4,0,0,16
3402,User334,icbw0zoxl20gx,directed,post_graph,12,4,0,0,16
3436,User348,icdcbbv9ll72sn,directed,post_graph,12,4,0,0,16
3606,User133,ick1vjpebbd3g5,directed,post_graph,12,4,0,0,16
3892,User302,icuuix7lfcka7,directed,post_graph,12,4,0,0,16
1663,User107,iady6k84mz42si,directed,post_graph,12,5,0,0,17
2167,User312,iau4vh75rct4z9,directed,post_graph,12,5,0,0,17
2441,User46,ib2d39b1g1d42y,directed,post_graph,12,5,0,0,17
2524,User135,ib718ldnqcj24p,directed,post_graph,12,5,0,0,17
2752,User98,ibhbwvp57ij1jp,directed,post_graph,12,5,0,0,17
2772,User336,ibhv2cekti04xi,directed,post_graph,12,5,0,0,17
2967,User52,ibr63mx7gm6bk,directed,post_graph,12,5,0,0,17
3117,User178,ibwe5hfoxqi3lt,directed,post_graph,12,5,0,0,17
3653,User188,iclxyam6scy2cw,directed,post_graph,12,5,0,0,17
2770,User188,ibhhtreaje93fw,directed,post_graph,12,51,0,0,63
3176,User291,ibzo65uc2eh79r,directed,post_graph,12,54,0,0,66
3234,User65,ic2tiptcq4m4kz,directed,post_graph,12,54,0,0,66
1525,User318,ia78oqefjbr45c,directed,post_graph,12,6,0,0,18
2055,User304,iapc4qwok6r6m5,directed,post_graph,12,6,0,0,18
2196,User156,iav6kb7ao9r1wa,directed,post_graph,12,6,0,0,18
2228,User133,iavxh0rx4wa4ep,directed,post_graph,12,6,0,0,18
2341,User307,iaymxr7fx7c7ic,directed,post_graph,12,6,0,0,18
2400,User85,ib049v6swf947,directed,post_graph,12,6,0,0,18
2411,User116,ib0ozwrdehq3ru,directed,post_graph,12,6,0,0,18
2536,User336,ib7t402oomj5e,directed,post_graph,12,6,0,0,18
2672,User351,ibdna032aa160s,directed,post_graph,12,6,0,0,18
2966,User242,ibqzht1zkmn2qv,directed,post_graph,12,6,0,0,18
3008,User154,ibsqunvkblc4ip,directed,post_graph,12,6,0,0,18
3224,User242,ic1nzad8slt3wc,directed,post_graph,12,6,0,0,18
3317,i4kp810d0NZ,ic63dhrc2r75cw,directed,post_graph,12,6,0,0,18
1036,hz0lchymrf7,i9sr2jmkego2kb,directed,post_graph,12,60,0,0,72
2598,User367,ibaxqyb881b6b2,directed,post_graph,12,64,0,0,76
3264,User265,ic3ywso4e9drc,directed,post_graph,12,68,0,0,80
2446,User367,ib2gsmmbjw01wi,directed,post_graph,12,69,0,0,81
1671,huof6l4oauohw,iaenczwfcvw5yu,directed,post_graph,12,7,0,0,19
2051,User323,iaou4us83pb3aa,directed,post_graph,12,7,0,0,19
2220,User312,iavqo8b6a8u6nl,directed,post_graph,12,7,0,0,19
2319,hv9ile47wap2ny,iaxgnoz4o8064r,directed,post_graph,12,7,0,0,19
2381,User217,iaz7qs89kmg6ib,directed,post_graph,12,7,0,0,19
2386,User107,iazjaralyku5nn,directed,post_graph,12,7,0,0,19
2792,User250,ibikya1yduj31u,directed,post_graph,12,7,0,0,19
2133,User162,iasg1gutvkk6uv,directed,post_graph,12,72,0,0,84
2737,User139,ibg7g9v5khwyw,directed,post_graph,12,72,0,0,84
3262,User336,ic3upx15mejfy,directed,post_graph,12,77,0,0,89
2535,User164,ib7mnsnigf97cn,directed,post_graph,12,78,0,0,90
3551,User37,ich4pr56cpp356,directed,post_graph,12,79,0,0,91
1996,i4j6x4ubmg671b,iaoawhe2afe119,directed,post_graph,12,8,0,0,20
2176,User336,iausf6cazuc1jc,directed,post_graph,12,8,0,0,20
2402,User242,ib09brbp9up3zs,directed,post_graph,12,8,0,0,20
3060,User85,ibuups912iy6dz,directed,post_graph,12,8,0,0,20
3265,huof6l4oauohw,ic3z7xtero72wi,directed,post_graph,12,8,0,0,20
3644,User90,icl8eqmfx33aq,directed,post_graph,12,8,0,0,20
2571,User367,ib9j2uy2h684s8,directed,post_graph,12,85,0,0,97
2045,User222,iaom85c5tbf54m,directed,post_graph,12,9,0,0,21
2061,hv9ile47wap2ny,iapovlfsqkl2be,directed,post_graph,12,9,0,0,21
3061,User26,ibv1epbnciw2v6,directed,post_graph,12,9,0,0,21
1665,User336,iadztcbrzuk2ez,directed,post_graph,12,91,0,0,103
2646,User60,ibc36kujd2j16e,directed,post_graph,12,93,0,0,105
1557,i4jx25qj4hh7k5,ia8tq676km55rz,directed,post_graph,12,94,0,0,106
1757,huof6l4oauohw,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1759,i4jx25qj4hh7k5,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1761,User166,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1763,User91,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1765,User359,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1767,User209,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1769,Missing68,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1771,User75,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1773,Missing68,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1775,User82,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1777,User96,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1779,User146,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
1781,User164,iagfsfe0ehg5bs,directed,post_graph,13,0,0,0,13
16,Missing68,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
18,User98,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
20,Missing68,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
22,User312,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
24,i4kxfp0oe4u7p1,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
26,hyrw9fszl3h2t7,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
28,Missing8,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
30,User60,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
32,User123,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
34,User298,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
36,Missing31,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
38,i4kxfjow4tg7j2,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
40,User22,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
42,User15,i9j9g35jae0tn,directed,post_graph,14,0,0,0,14
1829,User132,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1831,User314,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1833,User336,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1835,User25,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1837,User70,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1839,User89,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1841,User224,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1843,User99,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1845,User293,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1847,User67,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1849,User102,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1851,User121,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1853,Missing65,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1855,User55,iahl2dbajuq6zo,directed,post_graph,14,0,0,0,14
1903,Missing66,iaj4q3ikkv54yq,directed,post_graph,15,1,0,0,16
1993,User312,iao7dxmeh955hn,directed,post_graph,15,1,0,0,16
2038,User298,iaodeljkz0n33m,directed,post_graph,15,1,0,0,16
2318,User98,iaxdq5k5dh55qf,directed,post_graph,15,1,0,0,16
2343,Missing68,iaytss0ut7g4on,directed,post_graph,15,1,0,0,16
2985,Missing68,ibsbzsqyb4l16f,directed,post_graph,15,1,0,0,16
3548,User115,icgvm8hhyhv5tz,directed,post_graph,15,102,0,0,117
2174,i4jbu0c4ukl3sf,iauj7mzfyzf263,directed,post_graph,15,104,0,0,119
3266,User298,ic46ty3yub61xc,directed,post_graph,15,107,0,0,122
2100,User348,iaqs3vy13l86dc,directed,post_graph,15,108,0,0,123
1342,User336,ia146st2cz8e6,directed,post_graph,15,110,0,0,125
1528,User336,ia7kefw1rim4ff,directed,post_graph,15,115,0,0,130
3657,i4jx25qj4hh7k5,icm330r78x23yg,directed,post_graph,15,119,0,0,134
3504,User359,icf39pmnyrw6uz,directed,post_graph,15,120,0,0,135
3744,User348,icnrzp0lp8u626,directed,post_graph,15,122,0,0,137
3368,User70,ic9nbflmo8q5sc,directed,post_graph,15,123,0,0,138
3460,User336,icdw9qqur3v10r,directed,post_graph,15,13,0,0,28
2052,User76,iap8xxpmpm422t,directed,post_graph,15,137,0,0,152
2144,User166,iasn42q8tt85z1,directed,post_graph,15,142,0,0,157
1000,User34,i9r6smzww1x1ic,directed,post_graph,15,146,0,0,161
2439,User166,ib1ohgxieqf3u7,directed,post_graph,15,147,0,0,162
3168,User132,ibzcyj2d14i60a,directed,post_graph,15,149,0,0,164
3364,User182,ic8dwzs0fnr2ft,directed,post_graph,15,171,0,0,186
1724,User250,iafth2yffpm7kk,directed,post_graph,15,2,0,0,17
2050,User323,iaop0jnd8167kj,directed,post_graph,15,2,0,0,17
2099,User126,iaqrdekr2qs2ir,directed,post_graph,15,2,0,0,17
2561,Missing68,ib8pn5rx76d4ej,directed,post_graph,15,2,0,0,17
2572,User371,iba0ful0d7h30w,directed,post_graph,15,2,0,0,17
3216,hv8z1u99dsj6oc,ic1au3w5adw5ed,directed,post_graph,15,2,0,0,17
3316,Missing68,ic5mqu2ihn6619,directed,post_graph,15,2,0,0,17
3408,Missing68,iccbyopliby1mz,directed,post_graph,15,2,0,0,17
3434,User223,icda1imhps433a,directed,post_graph,15,2,0,0,17
3643,User70,icl1dc3utze5ra,directed,post_graph,15,2,0,0,17
3656,User293,icm1dnuwfon7e6,directed,post_graph,15,2,0,0,17
3700,Missing68,icmfk10gbbi4ec,directed,post_graph,15,2,0,0,17
3701,Missing68,icmfkmevm5o38i,directed,post_graph,15,2,0,0,17
3845,Missing66,ictv9psa90ea1,directed,post_graph,15,2,0,0,17
3896,User203,icvyohh826e2ck,directed,post_graph,15,2,0,0,17
861,User15,i9mvom3j2fyvm,directed,post_graph,15,217,0,0,232
1749,Missing66,iag33tn0xtw3vr,directed,post_graph,15,3,0,0,18
1751,Missing66,iag38h36xfe73k,directed,post_graph,15,3,0,0,18
2658,User250,ibctw2j2bgc44x,directed,post_graph,15,3,0,0,18
3039,User250,ibtsmnshqlx3v0,directed,post_graph,15,3,0,0,18
3208,hve4k97sat54qs,ic12jljcysq4j8,directed,post_graph,15,3,0,0,18
3743,Missing67,icnhwl7754f5pd,directed,post_graph,15,3,0,0,18
1493,Missing9,ia5xblqmsgp21m,directed,post_graph,15,31,0,0,46
1385,Missing50,ia2jq2y51l1sl,directed,post_graph,15,4,0,0,19
1874,i4ja9iybmi732u,iaid1f22a7a3xn,directed,post_graph,15,4,0,0,19
