,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights,user_type
1669,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
1671,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
1675,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
1679,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
1683,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
1685,Student91,Teacher2,directed,user_graph,13,0,0,0,13,Student
2034,Student67,Teacher6,directed,user_graph,13,0,0,0,13,Student
2052,Student67,Teacher6,directed,user_graph,13,0,0,1,14,Student
2056,Student67,Teacher6,directed,user_graph,13,0,0,1,14,Student
2080,Student24,Teacher6,directed,user_graph,13,0,0,0,13,Student
2082,Student24,Teacher6,directed,user_graph,13,0,0,0,13,Student
2100,Student24,Teacher6,directed,user_graph,13,0,0,1,14,Student
2409,Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
2417,Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
2421,Student77,Teacher6,directed,user_graph,13,0,0,0,13,Student
2878,Student2,Student10,directed,user_graph,13,0,0,0,13,Student
4606,Student58,Teacher2,directed,user_graph,13,0,0,0,13,Student
4608,Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
4610,Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
4612,Student13,Teacher2,directed,user_graph,13,0,0,0,13,Student
1154,Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
1170,Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
1174,Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
1176,Student4,Teacher4,directed,user_graph,14,0,0,0,14,Student
1692,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1694,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1696,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1700,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1706,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1708,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1712,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1718,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
1720,Student93,Teacher2,directed,user_graph,16,0,0,0,16,Student
2882,Student11,Student95,directed,user_graph,16,0,0,0,16,Student
2884,Student6,Student95,directed,user_graph,16,0,0,0,16,Student
2886,Student100,Student95,directed,user_graph,16,0,0,0,16,Student
2888,Student59,Student95,directed,user_graph,16,0,0,0,16,Student
2890,Student80,Student95,directed,user_graph,16,0,0,0,16,Student
2892,Student55,Student95,directed,user_graph,16,0,0,0,16,Student
2894,Student85,Student95,directed,user_graph,16,0,0,0,16,Student
2896,Student43,Student95,directed,user_graph,16,0,0,0,16,Student
2898,Student71,Student95,directed,user_graph,16,0,0,0,16,Student
2900,Student76,Student95,directed,user_graph,16,0,0,0,16,Student
2902,Student74,Student95,directed,user_graph,16,0,0,0,16,Student
2904,Student88,Student95,directed,user_graph,16,0,0,0,16,Student
2908,Student79,Student95,directed,user_graph,16,0,0,0,16,Student
2910,Student96,Student95,directed,user_graph,16,0,0,0,16,Student
2912,Student101,Student95,directed,user_graph,16,0,0,0,16,Student
2956,Student6,Student17,directed,user_graph,18,0,0,0,18,Student
2958,Student11,Student17,directed,user_graph,18,0,0,0,18,Student
2960,Student100,Student17,directed,user_graph,18,0,0,0,18,Student
2962,Student71,Student17,directed,user_graph,18,0,0,0,18,Student
2964,Student26,Student17,directed,user_graph,18,0,0,0,18,Student
2966,Student22,Student17,directed,user_graph,18,0,0,0,18,Student
2968,Student51,Student17,directed,user_graph,18,0,0,0,18,Student
2970,Student42,Student17,directed,user_graph,18,0,0,0,18,Student
2972,Student35,Student17,directed,user_graph,18,0,0,0,18,Student
2974,Student55,Student17,directed,user_graph,18,0,0,0,18,Student
2976,Student1,Student17,directed,user_graph,18,0,0,0,18,Student
2978,Student55,Student17,directed,user_graph,18,0,0,0,18,Student
2980,Student95,Student17,directed,user_graph,18,0,0,0,18,Student
2982,Student85,Student17,directed,user_graph,18,0,0,0,18,Student
2984,Student54,Student17,directed,user_graph,18,0,0,0,18,Student
2986,Student48,Student17,directed,user_graph,18,0,0,0,18,Student
2988,Student8,Student17,directed,user_graph,18,0,0,0,18,Student
2990,Student24,Student17,directed,user_graph,18,0,0,0,18,Student
400,Student85,Teacher2,directed,user_graph,19,0,0,0,19,Student
402,Student51,Teacher2,directed,user_graph,19,0,0,0,19,Student
404,Student9,Teacher2,directed,user_graph,19,0,0,0,19,Student
406,Student17,Teacher2,directed,user_graph,19,0,0,0,19,Student
408,Student34,Teacher2,directed,user_graph,19,0,0,0,19,Student
410,Student21,Teacher2,directed,user_graph,19,0,0,0,19,Student
412,Student41,Teacher2,directed,user_graph,19,0,0,0,19,Student
414,Student97,Teacher2,directed,user_graph,19,0,0,0,19,Student
416,Student6,Teacher2,directed,user_graph,19,0,0,0,19,Student
418,Student80,Teacher2,directed,user_graph,19,0,0,0,19,Student
420,Student60,Teacher2,directed,user_graph,19,0,0,0,19,Student
422,Student24,Teacher2,directed,user_graph,19,0,0,0,19,Student
424,Student32,Teacher2,directed,user_graph,19,0,0,0,19,Student
426,Student71,Teacher2,directed,user_graph,19,0,0,0,19,Student
428,Student8,Teacher2,directed,user_graph,19,0,0,0,19,Student
430,Student35,Teacher2,directed,user_graph,19,0,0,0,19,Student
432,Student39,Teacher2,directed,user_graph,19,0,0,0,19,Student
434,Student10,Teacher2,directed,user_graph,19,0,0,0,19,Student
436,Student96,Teacher2,directed,user_graph,19,0,0,0,19,Student
4346,Student34,Teacher2,directed,user_graph,22,0,0,0,22,Student
4358,Student10,Teacher2,directed,user_graph,22,0,0,0,22,Student
4360,Student11,Teacher2,directed,user_graph,22,0,0,0,22,Student
4362,Student9,Teacher2,directed,user_graph,22,0,0,0,22,Student
4364,Student86,Teacher2,directed,user_graph,22,0,0,0,22,Student
4366,Student24,Teacher2,directed,user_graph,22,0,0,0,22,Student
4370,Student91,Teacher2,directed,user_graph,22,0,0,0,22,Student
4376,Student73,Teacher2,directed,user_graph,22,0,0,0,22,Student
4378,Student30,Teacher2,directed,user_graph,22,0,0,0,22,Student
4380,Student6,Teacher2,directed,user_graph,22,0,0,0,22,Student
4382,Student44,Teacher2,directed,user_graph,22,0,0,0,22,Student
4384,Student33,Teacher2,directed,user_graph,22,0,0,0,22,Student
4386,Student44,Teacher2,directed,user_graph,22,0,0,1,23,Student
