source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Student12,Teacher7,directed,user_graph,4,0,0,1,5
Teacher7,Teacher7,directed,user_graph,4,0,0,1,5
Student21,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Student33,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Student32,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Student55,Student80,directed,user_graph,4,0,0,0,4
Student71,Student80,directed,user_graph,4,0,0,0,4
Teacher2,Student80,directed,user_graph,4,0,0,0,4
Student34,Student80,directed,user_graph,4,0,0,0,4
idfybvjfkFB,Student85,directed,user_graph,4,0,0,0,4
Student34,Student85,directed,user_graph,4,0,0,0,4
Student3,Student85,directed,user_graph,4,0,0,0,4
Student21,Student85,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Teacher1,Teacher1,directed,user_graph,4,0,0,0,4
Student8,Student24,directed,user_graph,4,0,0,0,4
idfybvjfkFB,Student24,directed,user_graph,4,0,0,0,4
Student71,Student6,directed,user_graph,4,0,0,0,4
Student51,Student6,directed,user_graph,4,0,0,0,4
Student46,Student6,directed,user_graph,4,0,0,0,4
Student56,Student6,directed,user_graph,4,0,0,0,4
Student40,Student32,directed,user_graph,4,0,0,0,4
Student65,Student32,directed,user_graph,4,0,0,0,4
Student34,Student32,directed,user_graph,4,0,0,0,4
Student95,Student32,directed,user_graph,4,0,0,0,4
Teacher2,Student39,directed,user_graph,4,0,0,0,4
Student32,Student39,directed,user_graph,4,0,0,0,4
Student73,Student39,directed,user_graph,4,0,0,0,4
Student73,Student39,directed,user_graph,4,0,0,0,4
Teacher2,Teacher2,directed,user_graph,4,0,0,0,4
Teacher2,Teacher2,directed,user_graph,4,0,0,0,4
Teacher2,Teacher2,directed,user_graph,4,0,0,0,4
Teacher2,Teacher2,directed,user_graph,4,0,0,0,4
Student73,Student40,directed,user_graph,4,0,0,0,4
Student22,Student40,directed,user_graph,4,0,0,0,4
Student13,Student40,directed,user_graph,4,0,0,0,4
Student48,Student40,directed,user_graph,4,0,0,0,4
Student33,Teacher7,directed,user_graph,4,0,0,0,4
Teacher7,Teacher7,directed,user_graph,4,0,0,0,4
Student33,Teacher7,directed,user_graph,4,0,0,1,5
Student33,Teacher7,directed,user_graph,4,0,0,1,5
Teacher2,Student77,directed,user_graph,4,0,0,0,4
Student22,Student77,directed,user_graph,4,0,0,0,4
Student35,Student77,directed,user_graph,4,0,0,0,4
Student8,Student77,directed,user_graph,4,0,0,0,4
Student55,Student59,directed,user_graph,5,0,0,0,5
Teacher7,Student59,directed,user_graph,5,0,0,0,5
Student90,Student59,directed,user_graph,5,0,0,0,5
Student24,Student59,directed,user_graph,5,0,0,0,5
Student10,Student59,directed,user_graph,5,0,0,0,5
Student72,Student34,directed,user_graph,5,0,0,0,5
Student95,Student34,directed,user_graph,5,0,0,0,5
Student77,Student34,directed,user_graph,5,0,0,0,5
Student101,Student34,directed,user_graph,5,0,0,0,5
Student34,Student34,directed,user_graph,5,0,0,0,5
Student37,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher2,Teacher2,directed,user_graph,5,0,0,0,5
Teacher2,Teacher2,directed,user_graph,5,0,0,0,5
Teacher2,Teacher2,directed,user_graph,5,0,0,0,5
Teacher2,Teacher2,directed,user_graph,5,0,0,0,5
Teacher2,Teacher2,directed,user_graph,5,0,0,0,5
Student46,Teacher3,directed,user_graph,5,0,0,0,5
Teacher3,Teacher3,directed,user_graph,5,0,0,0,5
Teacher3,Teacher3,directed,user_graph,5,0,0,0,5
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Teacher3,Teacher3,directed,user_graph,5,0,0,1,6
Student55,Student24,directed,user_graph,5,0,0,0,5
Student88,Student24,directed,user_graph,5,0,0,0,5
Student67,Student24,directed,user_graph,5,0,0,0,5
Student77,Student24,directed,user_graph,5,0,0,0,5
Student32,Student24,directed,user_graph,5,0,0,0,5
Student42,Teacher7,directed,user_graph,5,0,0,0,5
Teacher7,Teacher7,directed,user_graph,5,0,0,0,5
Teacher7,Teacher7,directed,user_graph,5,0,0,0,5
Student42,Teacher7,directed,user_graph,5,0,0,0,5
Teacher7,Teacher7,directed,user_graph,5,0,0,1,6
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Student6,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Teacher1,Teacher1,directed,user_graph,5,0,0,0,5
Student83,Student86,directed,user_graph,5,0,0,0,5
Student8,Student86,directed,user_graph,5,0,0,0,5
Student2,Student86,directed,user_graph,5,0,0,0,5
Student63,Student86,directed,user_graph,5,0,0,0,5
Student54,Student86,directed,user_graph,5,0,0,0,5
Teacher2,Student6,directed,user_graph,6,0,0,0,6
Student83,Student6,directed,user_graph,6,0,0,0,6
Student55,Student6,directed,user_graph,6,0,0,0,6
Student83,Student6,directed,user_graph,6,0,0,0,6
Student11,Student6,directed,user_graph,6,0,0,0,6
Student38,Student6,directed,user_graph,6,0,0,0,6
Teacher2,Student34,directed,user_graph,6,0,0,0,6
Student90,Student34,directed,user_graph,6,0,0,0,6
Student90,Student34,directed,user_graph,6,0,0,0,6
Student71,Student34,directed,user_graph,6,0,0,0,6
Student80,Student34,directed,user_graph,6,0,0,0,6
Student44,Student34,directed,user_graph,6,0,0,0,6
Student58,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Student28,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Student64,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Teacher4,Teacher4,directed,user_graph,6,0,0,0,6
Student84,Teacher3,directed,user_graph,6,0,0,0,6
Student84,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Student84,Teacher3,directed,user_graph,6,0,0,1,7
Student39,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Student96,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Student96,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher3,Teacher3,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,1,7
Teacher6,Teacher6,directed,user_graph,6,0,0,1,7
Student71,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Teacher6,Teacher6,directed,user_graph,6,0,0,0,6
Student45,Teacher2,directed,user_graph,6,0,0,0,6
Student88,Teacher2,directed,user_graph,6,0,0,0,6
Student17,Teacher2,directed,user_graph,6,0,0,0,6
Student76,Teacher2,directed,user_graph,6,0,0,0,6
Student55,Teacher2,directed,user_graph,6,0,0,0,6
Student71,Teacher2,directed,user_graph,6,0,0,0,6
Student100,Student55,directed,user_graph,6,0,0,0,6
Student86,Student32,directed,user_graph,6,0,0,0,6
Student24,Student32,directed,user_graph,6,0,0,0,6
Student35,Student32,directed,user_graph,6,0,0,0,6
idfybvjfkFB,Student32,directed,user_graph,6,0,0,0,6
Student71,Student32,directed,user_graph,6,0,0,0,6
Student41,Student32,directed,user_graph,6,0,0,0,6
Student77,Student54,directed,user_graph,6,0,0,0,6
Student3,Student54,directed,user_graph,6,0,0,0,6
Student95,Student54,directed,user_graph,6,0,0,0,6
Student11,Student54,directed,user_graph,6,0,0,0,6
Student26,Student54,directed,user_graph,6,0,0,0,6
Student71,Student54,directed,user_graph,6,0,0,0,6
Student8,Student1,directed,user_graph,6,0,0,0,6
Student87,Student1,directed,user_graph,6,0,0,0,6
Student46,Student1,directed,user_graph,6,0,0,0,6
Student95,Student1,directed,user_graph,6,0,0,0,6
Student85,Student1,directed,user_graph,6,0,0,0,6
Student68,Student1,directed,user_graph,6,0,0,0,6
Student45,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Student45,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Student22,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Student22,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Teacher4,Teacher4,directed,user_graph,7,0,0,0,7
Student95,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Student95,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Misc2,Teacher3,directed,user_graph,7,0,0,1,8
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
Teacher2,Teacher2,directed,user_graph,7,0,0,0,7
Student13,Teacher2,directed,user_graph,7,0,0,0,7
Student13,Teacher2,directed,user_graph,7,0,0,0,7
Student101,Teacher3,directed,user_graph,7,0,0,0,7
Student101,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Student101,Teacher3,directed,user_graph,7,0,0,0,7
Student98,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,0,7
Teacher3,Teacher3,directed,user_graph,7,0,0,1,8
Student14,Teacher7,directed,user_graph,7,0,0,0,7
Student14,Teacher7,directed,user_graph,7,0,0,0,7
Student14,Teacher7,directed,user_graph,7,0,0,0,7
Student14,Teacher7,directed,user_graph,7,0,0,0,7
Student14,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Student14,Teacher7,directed,user_graph,7,0,0,1,8
Student44,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Student44,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Student80,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Student80,Teacher7,directed,user_graph,7,0,0,1,8
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Student66,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,0,7
Teacher7,Teacher7,directed,user_graph,7,0,0,1,8
Teacher7,Teacher7,directed,user_graph,7,0,0,1,8
Student72,Teacher6,directed,user_graph,7,0,0,0,7
Student72,Teacher6,directed,user_graph,7,0,0,0,7
Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
Teacher6,Teacher6,directed,user_graph,7,0,0,0,7
Teacher6,Teacher6,directed,user_graph,7,0,0,1,8
Student38,Student65,directed,user_graph,7,0,0,0,7
Student24,Student65,directed,user_graph,7,0,0,0,7
Student43,Teacher1,directed,user_graph,7,0,0,0,7
Student43,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Student25,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Student25,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Student86,Teacher1,directed,user_graph,7,0,0,0,7
Student86,Teacher1,directed,user_graph,7,0,0,0,7
Student86,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Teacher1,Teacher1,directed,user_graph,7,0,0,0,7
Student59,Student100,directed,user_graph,7,0,0,0,7
Student26,Student100,directed,user_graph,7,0,0,0,7
Student95,Student100,directed,user_graph,7,0,0,0,7
Student1,Student100,directed,user_graph,7,0,0,0,7
Student44,Student100,directed,user_graph,7,0,0,0,7
Student48,Student100,directed,user_graph,7,0,0,0,7
Student58,Student100,directed,user_graph,7,0,0,0,7
Student24,Student24,directed,user_graph,7,0,0,0,7
Student46,Student24,directed,user_graph,7,0,0,0,7
Student76,Student24,directed,user_graph,7,0,0,0,7
Student1,Student24,directed,user_graph,7,0,0,0,7
Student43,Student24,directed,user_graph,7,0,0,0,7
Student6,Student24,directed,user_graph,7,0,0,0,7
Student85,Student24,directed,user_graph,7,0,0,0,7
Student22,Student24,directed,user_graph,7,0,0,0,7
Teacher2,Student24,directed,user_graph,7,0,0,0,7
Student71,Student24,directed,user_graph,7,0,0,0,7
Student51,Student24,directed,user_graph,7,0,0,0,7
Student81,Student24,directed,user_graph,7,0,0,0,7
Student35,Student24,directed,user_graph,7,0,0,0,7
Student44,Student24,directed,user_graph,7,0,0,0,7
Student85,Student1,directed,user_graph,7,0,0,0,7
Student8,Student1,directed,user_graph,7,0,0,0,7
Student44,Student1,directed,user_graph,7,0,0,0,7
Student72,Student1,directed,user_graph,7,0,0,0,7
Student13,Student1,directed,user_graph,7,0,0,0,7
Student51,Student1,directed,user_graph,7,0,0,0,7
Student53,Student1,directed,user_graph,7,0,0,0,7
Student48,Student81,directed,user_graph,8,0,0,0,8
Student55,Student81,directed,user_graph,8,0,0,0,8
Student34,Student81,directed,user_graph,8,0,0,0,8
Student24,Student81,directed,user_graph,8,0,0,0,8
Student51,Student81,directed,user_graph,8,0,0,0,8
Student81,Student81,directed,user_graph,8,0,0,0,8
Student12,Student81,directed,user_graph,8,0,0,0,8
Student35,Student81,directed,user_graph,8,0,0,0,8
Student60,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Teacher2,Teacher2,directed,user_graph,8,0,0,0,8
Student9,Teacher3,directed,user_graph,8,0,0,0,8
